Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Pork And Vegetables Including Carrots, Broccoli, And/Or Dark-Green Leafy; No Potatoes, Tomato-Based Sauce",vegetables,111.0,7.76,4.48,7.13,1.7,2.51,304.0,4,3,8,0,0,7,"lunch, dinner, snack",150-200g,10.655999999999999,8.52,0.07,Meat mixed dishes,other,27.96,16.14,57.81,1.47,19.0,15
"Kale, Raw",vegetables,43.0,2.92,4.42,1.49,4.1,0.8,53.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.07,Other dark green vegetables,vegetables,27.16,41.12,31.19,0.18,0.0,12
"Kale, Fresh, Cooked, Fat Added",vegetables,69.0,3.05,4.61,4.29,4.3,0.84,185.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.04,Other dark green vegetables,vegetables,17.68,26.72,55.96,0.9,2.0,12
"Brussels Sprouts, Frozen, Cooked, No Added Fat",vegetables,42.0,3.63,8.3,0.39,4.1,2.07,131.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.09,Other vegetables and combinations,vegetables,34.57,79.05,8.36,0.08,0.0,12
"Mushroom, Asian, Cooked, From Dried",vegetables,44.0,2.4,8.15,0.2,4.2,1.97,117.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.05,Other vegetables and combinations,vegetables,21.82,74.09,4.09,0.05,0.0,12
"Kale, As To Form, Cooked",vegetables,69.0,3.05,4.61,4.29,4.3,0.84,185.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.04,Other dark green vegetables,vegetables,17.68,26.72,55.96,0.9,2.0,12
"Blackberries, Raw",vegetables,43.0,1.39,9.61,0.49,5.3,4.88,1.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.03,Blueberries and other berries,fruits,12.93,89.4,10.26,0.01,0.0,12
"Guava, Raw",vegetables,68.0,2.55,14.32,0.95,5.4,8.92,2.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.04,Other fruits and fruit salads,vegetables,15.0,84.24,12.57,0.27,0.0,12
"Brussels Sprouts, Frozen, Cooked, Fat Added",vegetables,64.0,3.53,8.06,2.92,4.0,2.02,136.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.06,Other vegetables and combinations,vegetables,22.06,50.38,41.06,0.74,2.0,12
"Kale, Fresh, Cooked, No Added Fat",vegetables,46.0,3.13,4.74,1.6,4.4,0.86,181.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.07,Other dark green vegetables,vegetables,27.22,41.22,31.3,0.19,0.0,12
"Jicama, Raw",vegetables,38.0,0.72,8.82,0.09,4.9,1.8,4.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.02,Other vegetables and combinations,vegetables,7.58,92.84,2.13,0.02,0.0,12
Artichoke,vegetables,53.0,2.89,11.95,0.34,5.7,0.99,60.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.05,Other vegetables and combinations,vegetables,21.81,90.19,5.77,0.08,0.0,12
"Raspberries, Frozen",vegetables,57.0,1.01,12.9,0.19,6.5,2.68,0.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.02,Blueberries and other berries,fruits,7.09,90.53,3.0,0.02,0.0,12
"Collards, Raw",vegetables,32.0,3.02,5.42,0.61,4.0,0.46,17.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.09,Other dark green vegetables,vegetables,37.75,67.75,17.16,0.06,0.0,12
"Collards, As To Form, Cooked",vegetables,58.0,3.15,5.65,3.37,4.2,0.48,148.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.05,Other dark green vegetables,vegetables,21.72,38.97,52.29,0.77,2.0,12
"Green Peas, Canned, Cooked, No Added Fat",vegetables,68.0,4.47,11.36,0.8,4.9,2.99,273.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.07,Other starchy vegetables,vegetables,26.29,66.82,10.59,0.14,0.0,12
"Raspberries, Raw",vegetables,57.0,1.01,12.9,0.19,6.5,2.68,0.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.02,Blueberries and other berries,fruits,7.09,90.53,3.0,0.02,0.0,12
"Classic Mixed Vegetables, Frozen, Cooked, No Added Fat",vegetables,65.0,2.85,13.05,0.15,4.4,3.11,151.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.04,Other vegetables and combinations,vegetables,17.54,80.31,2.08,0.03,0.0,12
"Green Peas, Canned, Reduced Sodium, Cooked, No Added Fat",vegetables,66.0,3.99,12.19,0.38,4.1,4.0,11.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.06,Other starchy vegetables,vegetables,24.18,73.88,5.18,0.07,0.0,12
"Soup, Bean",vegetables,67.0,3.76,11.62,0.76,4.0,1.14,244.0,7,1,4,0,0,9,"pre_workout, lunch, dinner",150-200g,10.5,10.0,0.06,"Soups, broth-based",other,22.45,69.37,10.21,0.13,0.0,12
"Collards, Fresh, Cooked With Butter Or Margarine",vegetables,54.0,3.16,5.65,2.99,4.2,0.49,157.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.06,Other dark green vegetables,vegetables,23.41,41.85,49.83,1.07,4.0,12
"Collards, Fresh, Cooked With Oil",vegetables,61.0,3.14,5.64,3.76,4.2,0.48,139.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.05,Other dark green vegetables,vegetables,20.59,36.98,55.48,0.48,0.0,12
"Collards, Fresh, Cooked, Fat Added, As To Fat Type",vegetables,58.0,3.15,5.65,3.37,4.2,0.48,148.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.05,Other dark green vegetables,vegetables,21.72,38.97,52.29,0.77,2.0,12
"Greens, As To Form, Cooked",vegetables,58.0,2.89,5.02,3.4,4.1,0.72,163.0,7,1,4,0,0,9,"lunch, dinner",150-200g,10.5,10.0,0.05,Other dark green vegetables,vegetables,19.93,34.62,52.76,0.75,2.0,12
