Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Chicken, Meatless, Breaded, Fried",balanced_foods,234.0,21.28,8.51,12.77,4.3,0.0,400.0,6,7,9,1,5,4,"post_workout, lunch, dinner",100g,14.8,10.0,0.09,Soy and meat-alternative products,other,36.38,14.55,49.12,1.13,0.0,22
"Turkey Or Chicken Burger, On Wheat Bun",balanced_foods,227.0,20.7,18.74,7.72,2.2,2.15,334.0,5,8,10,0,5,2,"breakfast, post_workout, lunch, dinner",100g,14.3,10.0,0.09,Burgers,other,36.48,33.02,30.61,1.86,54.0,23
"Edamame, Cooked",balanced_foods,140.0,11.54,8.63,7.58,5.0,2.12,127.0,9,5,10,0,0,5,"lunch, dinner, snack",100g,14.100000000000001,10.0,0.08,"Beans, peas, legumes",complex_carbs,32.97,24.66,48.73,1.27,2.0,24
Steak Sandwich Or Sub On Wheat,balanced_foods,247.0,18.93,23.49,8.27,2.8,2.69,406.0,5,7,9,3,5,2,"breakfast, post_workout, lunch, dinner",100g,14.040000000000001,8.8,0.08,Meat and BBQ sandwiches,other,30.66,38.04,30.13,2.92,40.0,21
"Hot Dog, Vegetarian",balanced_foods,233.0,19.61,7.7,13.73,3.9,0.0,471.0,6,6,9,1,5,2,"post_workout, lunch, dinner",100g,13.8,10.0,0.08,Soy and meat-alternative products,other,33.67,13.22,53.03,1.65,0.0,21
"Vegetarian, Fillet",balanced_foods,290.0,23.0,9.0,18.0,6.1,0.8,490.0,4,7,8,1,5,4,"post_workout, lunch, dinner",100g,13.600000000000001,10.0,0.08,Soy and meat-alternative products,other,31.72,12.41,55.86,2.85,0.0,19
"Bean Sprouts, Cooked",balanced_foods,116.0,9.8,6.08,6.93,3.3,2.83,126.0,7,5,10,0,0,3,"lunch, dinner, snack",100g,12.700000000000001,10.0,0.08,Other vegetables and combinations,vegetables,33.79,20.97,53.77,1.31,2.0,22
"Stewed, Seasoned, Ground Beef And Pork With Potatoes, Mexican Style",balanced_foods,143.0,12.84,4.16,8.02,0.6,0.49,193.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.620000000000001,9.4,0.09,Meat mixed dishes,other,35.92,11.64,50.48,2.96,43.0,20
"Pork, Chop, Stuffed",balanced_foods,190.0,18.37,7.82,9.04,1.0,0.0,414.0,5,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.6,10.0,0.1,Meat mixed dishes,other,38.67,16.46,42.82,2.67,46.0,18
Egg Sandwich On Wheat Bread,balanced_foods,226.0,11.48,24.13,9.25,2.8,2.81,348.0,5,8,10,3,2,0,"breakfast, lunch, dinner",100g,12.596,6.32,0.05,Egg/breakfast sandwiches,other,20.32,42.71,36.84,2.52,185.0,23
Chicken Or Turkey Parmigiana,balanced_foods,174.0,16.25,8.3,8.34,0.8,1.68,414.0,5,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.540000000000001,9.8,0.09,Poultry mixed dishes,other,37.36,19.08,43.14,2.62,73.0,18
"Pork Shish Kabob With Vegetables, Excluding Potatoes",balanced_foods,124.0,13.87,5.06,5.17,0.8,2.37,216.0,7,5,8,0,0,5,"lunch, dinner, snack",100g,12.5,10.0,0.11,Meat mixed dishes,other,44.74,16.32,37.52,1.7,37.0,20
"Shrimp Creole, No Rice",balanced_foods,124.0,14.33,4.51,5.16,1.0,1.32,153.0,7,5,8,0,0,5,"lunch, dinner, snack",100g,12.5,10.0,0.12,Seafood mixed dishes,lean_proteins,46.23,14.55,37.45,1.09,127.0,20
"Egg, Whole, Raw",balanced_foods,143.0,12.4,0.96,9.96,0.0,0.2,129.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.401,8.67,0.09,Eggs and omelets,other,34.69,2.69,62.69,3.2,411.0,20
"Egg, Whole, Boiled Or Poached",balanced_foods,143.0,12.4,0.96,9.96,0.0,0.2,129.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.401,8.67,0.09,Eggs and omelets,other,34.69,2.69,62.69,3.2,411.0,20
"Egg, Whole, Baked, No Added Fat",balanced_foods,143.0,12.36,0.96,9.93,0.0,0.2,244.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.392,8.64,0.09,Eggs and omelets,other,34.57,2.69,62.5,3.19,410.0,20
"Egg Omelet Or Scrambled Egg, No Added Fat",balanced_foods,143.0,12.36,0.96,9.93,0.0,0.2,244.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.392,8.64,0.09,Eggs and omelets,other,34.57,2.69,62.5,3.19,410.0,20
"Egg, Whole, Fried No Added Fat",balanced_foods,143.0,12.36,0.96,9.93,0.0,0.2,244.0,7,5,8,1,0,5,"lunch, dinner, snack",100g,12.392,8.64,0.09,Eggs and omelets,other,34.57,2.69,62.5,3.19,410.0,20
Beef Egg Foo Yung,balanced_foods,147.0,13.82,4.78,8.08,0.3,3.05,321.0,6,5,8,1,0,5,"lunch, dinner, snack",100g,12.283000000000001,9.61,0.09,Stir-fry and soy-based sauce mixtures,other,37.61,13.01,49.47,2.47,201.0,19
"Burrito Bowl, Beef Or Pork, With Beans",balanced_foods,161.0,13.06,6.94,8.91,1.8,0.34,344.0,5,7,8,1,2,2,"lunch, dinner, snack",100g,12.269,9.23,0.08,Other Mexican mixed dishes,other,32.45,17.24,49.81,3.85,37.0,20
"Sloppy Joe, No Bun",balanced_foods,140.0,12.06,5.48,7.63,0.7,3.81,296.0,7,5,8,0,0,5,"lunch, dinner, snack",100g,12.233,9.11,0.09,Meat mixed dishes,other,34.46,15.66,49.05,2.91,39.0,20
"Chicken Leg, Drumstick And Thigh, Grilled Without Sauce, Skin Eaten",balanced_foods,228.0,22.65,0.0,14.52,0.0,0.0,414.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.179,9.93,0.1,"Chicken, whole pieces",lean_proteins,39.74,0.0,57.32,3.73,128.0,17
"Chicken Leg, Drumstick And Thigh, Sauteed, Skin Eaten",balanced_foods,228.0,22.65,0.0,14.52,0.0,0.0,414.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.179,9.93,0.1,"Chicken, whole pieces",lean_proteins,39.74,0.0,57.32,3.73,128.0,17
"Sloppy Joe Sandwich, On Wheat Bun",balanced_foods,180.0,11.85,18.43,6.44,2.2,4.26,343.0,5,8,10,0,2,0,"breakfast, pre_workout, lunch, dinner, snack",100g,12.143,7.81,0.07,Meat and BBQ sandwiches,other,26.33,40.96,32.2,2.2,26.0,23
Pork Egg Foo Yung,balanced_foods,149.0,13.29,4.78,8.25,0.3,3.06,325.0,6,5,8,1,0,5,"lunch, dinner, snack",100g,12.136,9.12,0.09,Stir-fry and soy-based sauce mixtures,other,35.68,12.83,49.83,2.5,199.0,19
"Burrito Bowl, Chicken, With Beans",balanced_foods,135.0,13.6,6.94,5.87,1.8,0.34,345.0,6,5,8,0,0,5,"lunch, dinner, snack",100g,12.100000000000001,10.0,0.1,Other Mexican mixed dishes,other,40.3,20.56,39.13,2.43,49.0,19
"Burrito Bowl, Chicken, With Rice",balanced_foods,155.0,12.46,14.21,5.0,0.2,0.09,277.0,6,7,8,0,2,2,"pre_workout, lunch, dinner, snack",100g,12.051,8.17,0.08,Other Mexican mixed dishes,other,32.15,36.67,29.03,2.15,49.0,21
"Chicken Drumstick, Fried, Coated, Prepared Skinless, Coating Eaten, From Raw",balanced_foods,212.0,19.73,5.96,11.6,0.2,0.1,443.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.020000000000001,9.4,0.09,"Chicken, whole pieces",lean_proteins,37.23,11.25,49.25,2.14,104.0,17
"Chicken Leg, Drumstick And Thigh, Baked, Coated, Skin / Coating Eaten",balanced_foods,226.0,20.99,3.98,13.4,0.2,0.07,428.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.014000000000001,9.38,0.09,"Chicken, whole pieces",lean_proteins,37.15,7.04,53.36,3.41,117.0,17
"Burrito Bowl,",balanced_foods,145.0,13.03,10.58,5.44,1.0,0.22,311.0,6,5,8,0,0,5,"pre_workout, lunch, dinner, snack",100g,12.004000000000001,9.68,0.09,Other Mexican mixed dishes,other,35.94,29.19,33.77,2.29,49.0,19
"Burrito Bowl, Chicken, With Beans And Rice",balanced_foods,145.0,13.03,10.58,5.44,1.0,0.22,311.0,6,5,8,0,0,5,"pre_workout, lunch, dinner, snack",100g,12.004000000000001,9.68,0.09,Other Mexican mixed dishes,other,35.94,29.19,33.77,2.29,49.0,19
Chili With Meat,balanced_foods,139.0,13.32,2.41,8.22,0.5,1.37,357.0,6,5,7,1,0,5,"lunch, dinner, snack",100g,11.982,9.94,0.1,Meat mixed dishes,other,38.33,6.94,53.22,3.16,44.0,18
Meat Loaf Made With Beef And Pork,balanced_foods,196.0,17.27,7.18,10.5,0.4,1.8,412.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,11.906,9.02,0.09,Meat mixed dishes,other,35.24,14.65,48.21,3.89,78.0,17
"Meat Loaf Made With Beef, Veal And Pork",balanced_foods,196.0,17.27,7.18,10.5,0.4,1.8,412.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,11.906,9.02,0.09,Meat mixed dishes,other,35.24,14.65,48.21,3.89,78.0,17
Meat Loaf Made With Beef,balanced_foods,199.0,17.48,7.2,10.72,0.4,1.84,416.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,11.894,8.98,0.09,Meat mixed dishes,other,35.14,14.47,48.48,3.96,76.0,17
"Burrito Bowl, Beef Or Pork, With Beans And Rice",balanced_foods,171.0,12.49,10.58,8.48,1.0,0.22,310.0,5,7,8,1,2,2,"pre_workout, lunch, dinner, snack",100g,11.867,7.89,0.07,Other Mexican mixed dishes,other,29.22,24.75,44.63,3.71,37.0,20
"Egg Omelet Or Scrambled Egg, With Dark-Green Vegetables, No Added Fat",balanced_foods,129.0,11.14,1.42,8.71,0.3,0.33,225.0,7,5,8,1,0,3,"lunch, dinner, snack",100g,11.860999999999999,8.87,0.09,Eggs and omelets,other,34.54,4.4,60.77,2.78,356.0,20
"Meat Loaf, As To Type Of Meat",balanced_foods,202.0,17.49,7.2,11.04,0.4,1.81,416.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.858,8.86,0.09,Meat mixed dishes,other,34.63,14.26,49.19,4.14,78.0,17
"Chicken Thigh, Baked, Coated, Skin / Coating Eaten",balanced_foods,240.0,20.96,3.98,14.99,0.2,0.07,420.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.846000000000002,8.82,0.09,"Chicken, whole pieces",lean_proteins,34.93,6.63,56.21,3.89,118.0,17
"Chicken Thigh, Fried, Coated, Prepared Skinless, Coating Eaten, From Raw",balanced_foods,231.0,20.14,5.96,13.49,0.2,0.1,426.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.843000000000002,8.81,0.09,"Chicken, whole pieces",lean_proteins,34.87,10.32,52.56,2.77,106.0,17
"Egg Omelet Or Scrambled Egg, With Meat And Dark-Green Vegetables, No Added Fat",balanced_foods,138.0,11.91,1.44,9.44,0.2,0.37,295.0,7,5,8,1,0,3,"lunch, dinner, snack",100g,11.834,8.78,0.09,Eggs and omelets,other,34.52,4.17,61.57,3.03,334.0,20
"Turkey Or Chicken Sausage, Reduced Sodium",balanced_foods,230.0,20.03,13.32,10.7,0.0,0.76,417.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.813,8.71,0.09,Sausages,other,34.83,23.17,41.87,2.78,39.0,17
Pepper Steak,balanced_foods,145.0,11.88,4.34,9.12,0.7,1.67,244.0,7,5,8,1,0,3,"lunch, dinner, snack",100g,11.803999999999998,8.68,0.08,Meat mixed dishes,other,32.77,11.97,56.61,2.01,32.0,20
"Barbecue Pork, No Sauce",balanced_foods,249.0,24.75,0.0,15.87,0.0,0.0,422.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.782,9.94,0.1,Pork,other,39.76,0.0,57.36,5.67,91.0,16
"Burrito,",balanced_foods,219.0,11.12,23.87,8.54,2.5,1.68,486.0,5,7,9,3,2,0,"breakfast, lunch, dinner",100g,11.766,6.22,0.05,Burritos and tacos,other,20.31,43.6,35.1,3.48,22.0,21
"Pork Sausage, Reduced Sodium",balanced_foods,233.0,19.93,13.25,11.13,0.0,0.75,415.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.765,8.55,0.09,Sausages,other,34.21,22.75,42.99,2.92,39.0,17
"Stewed Rabbit, Puerto Rican Style,",balanced_foods,214.0,17.14,6.83,12.7,1.0,0.92,440.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.744000000000002,8.48,0.08,Meat mixed dishes,other,32.04,12.77,53.41,2.62,46.0,17
"Egg Omelet Or Scrambled Egg, With Potatoes And/Or Onions, No Added Fat",balanced_foods,134.0,11.03,3.14,8.65,0.3,0.49,214.0,7,5,8,1,0,3,"lunch, dinner, snack",100g,11.738,8.46,0.08,Eggs and omelets,other,32.93,9.37,58.1,2.78,356.0,20
"Guisada, Pork",balanced_foods,118.0,10.31,2.52,7.09,0.5,0.63,300.0,7,5,8,0,0,3,"lunch, dinner, snack",100g,11.648,9.16,0.09,Meat mixed dishes,other,34.95,8.54,54.08,2.62,39.0,20
"Beef With Vegetable, Diet Frozen Meal",balanced_foods,125.0,10.64,4.69,6.95,0.8,2.81,292.0,7,5,8,0,0,3,"lunch, dinner, snack",100g,11.645000000000001,9.15,0.09,Meat mixed dishes,other,34.05,15.01,50.04,2.63,34.0,20
"Pizza With Extra Meat And Extra Vegetables, Medium Crust",balanced_foods,233.0,11.42,25.98,9.29,2.0,3.09,473.0,5,7,9,3,2,0,"breakfast, lunch, dinner",100g,11.628,5.76,0.05,Pizza,energy_dense,19.61,44.6,35.88,4.0,22.0,21
"Soybean Curd, Breaded, Fried",balanced_foods,150.0,8.39,8.71,9.62,0.7,1.29,91.0,5,7,8,1,2,3,"lunch, dinner, snack",100g,11.617999999999999,6.06,0.06,Soy and meat-alternative products,other,22.37,23.23,57.72,2.08,20.0,20
"Chicken Thigh, Sauteed, Skin Eaten",balanced_foods,243.0,22.61,0.0,16.29,0.0,0.0,406.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.590000000000002,9.3,0.09,"Chicken, whole pieces",lean_proteins,37.22,0.0,60.33,4.26,129.0,16
"Chicken Thigh, Grilled Without Sauce, Skin Eaten",balanced_foods,243.0,22.61,0.0,16.29,0.0,0.0,406.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.590000000000002,9.3,0.09,"Chicken, whole pieces",lean_proteins,37.22,0.0,60.33,4.26,129.0,16
Pork And Onions With Soy-Based Sauce,balanced_foods,149.0,11.06,5.43,9.14,0.8,2.17,245.0,7,5,8,1,0,3,"lunch, dinner, snack",100g,11.588,7.96,0.07,Stir-fry and soy-based sauce mixtures,other,29.69,14.58,55.21,2.0,28.0,20
"Chicken Thigh, Baked Or Broiled, Skin Eaten, From Fast Food / Restaurant",balanced_foods,243.0,22.57,0.0,16.25,0.0,0.0,482.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.587,9.29,0.09,"Chicken, whole pieces",lean_proteins,37.15,0.0,60.19,4.25,129.0,16
Veal Parmigiana,balanced_foods,204.0,15.33,8.33,11.92,0.8,1.68,436.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.573,7.91,0.08,Meat mixed dishes,other,30.06,16.33,52.59,4.11,67.0,17
Beef Stroganoff,balanced_foods,150.0,10.06,6.21,9.33,0.7,1.36,458.0,6,6,7,1,2,3,"lunch, dinner, snack",100g,11.551000000000002,7.17,0.07,Meat mixed dishes,other,26.83,16.56,55.98,3.44,35.0,19
"Pizza With Meat And Vegetables, From Restaurant Or Fast Food, Medium Crust",balanced_foods,248.0,11.5,28.38,9.83,2.0,3.37,484.0,5,7,9,3,2,0,"breakfast, lunch, dinner",100g,11.532,5.44,0.05,Pizza,energy_dense,18.55,45.77,35.67,4.34,21.0,21
Jambalaya With Meat And Rice,balanced_foods,161.0,13.76,8.65,7.97,0.7,0.94,379.0,5,7,7,0,2,2,"lunch, dinner, snack",100g,11.494,8.98,0.09,Rice mixed dishes,other,34.19,21.49,44.55,2.21,58.0,19
"Guisada, Beef",balanced_foods,115.0,10.85,2.52,6.62,0.5,0.63,305.0,6,5,8,0,0,3,"lunch, dinner, snack",100g,11.461,9.87,0.09,Meat mixed dishes,other,37.74,8.77,51.81,2.55,36.0,19
"Pizza With Meat Other Than Pepperoni, From Frozen, Thin Crust",balanced_foods,267.0,12.34,26.98,12.1,2.8,3.56,491.0,2,8,9,3,2,2,"breakfast, lunch, dinner",100g,11.401,5.67,0.05,Pizza,energy_dense,18.49,40.42,40.79,5.93,25.0,19
"Egg Foo Yung,",balanced_foods,125.0,11.69,5.2,6.16,0.3,3.07,340.0,6,5,8,0,0,3,"lunch, dinner, snack",100g,11.377,9.59,0.09,Stir-fry and soy-based sauce mixtures,other,37.41,16.64,44.35,1.71,234.0,19
Shrimp Egg Foo Yung,balanced_foods,125.0,11.69,5.2,6.16,0.3,3.07,340.0,6,5,8,0,0,3,"lunch, dinner, snack",100g,11.377,9.59,0.09,Stir-fry and soy-based sauce mixtures,other,37.41,16.64,44.35,1.71,234.0,19
Chicken Salad Sandwich On Wheat,balanced_foods,245.0,13.08,17.06,13.83,2.1,3.13,469.0,4,7,9,1,2,2,"breakfast, lunch, dinner",100g,11.36,6.2,0.05,Chicken fillet sandwiches,lean_proteins,21.36,27.85,50.8,2.4,44.0,20
"Pupusa, Meat",balanced_foods,232.0,11.51,23.02,10.43,2.6,1.45,426.0,4,7,9,3,2,0,"breakfast, lunch, dinner",100g,11.324,6.08,0.05,Other Mexican mixed dishes,other,19.84,39.69,40.46,3.17,29.0,20
Brains,balanced_foods,150.0,11.58,1.47,10.45,0.0,0.0,414.0,5,6,7,1,2,3,"lunch, dinner, snack",100g,11.315999999999999,7.72,0.08,Liver and organ meats,other,30.88,3.92,62.7,2.38,3075.0,18
"Chili With Meat, From Restaurant",balanced_foods,160.0,12.04,6.68,9.35,1.9,1.39,413.0,5,6,7,1,2,2,"lunch, dinner, snack",100g,11.313,8.71,0.08,Meat mixed dishes,other,30.1,16.7,52.59,2.85,34.0,18
"Burrito Bowl, Beef Or Pork, With Rice",balanced_foods,181.0,11.92,14.21,8.05,0.2,0.09,276.0,6,7,8,1,2,0,"pre_workout, lunch, dinner, snack",100g,11.31,6.7,0.07,Other Mexican mixed dishes,other,26.34,31.4,40.03,3.57,37.0,21
"Beef Shish Kabob With Vegetables, Excluding Potatoes",balanced_foods,122.0,14.8,5.06,4.88,0.8,2.37,208.0,7,3,7,0,0,5,"lunch, dinner, snack",100g,11.3,10.0,0.12,Meat mixed dishes,other,48.52,16.59,36.0,1.66,41.0,17
"Scallops, Baked Or Broiled",balanced_foods,126.0,14.99,3.96,5.14,0.0,0.01,415.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,11.3,10.0,0.12,Shellfish,lean_proteins,47.59,12.57,36.71,1.35,33.0,17
"Beef, Roast, Hash",balanced_foods,140.0,13.2,10.74,5.1,1.0,1.46,486.0,6,4,7,0,0,5,"pre_workout, lunch, dinner, snack",100g,11.3,10.0,0.09,Meat mixed dishes,other,37.71,30.69,32.79,1.3,30.0,17
"Green Peas, Fresh, Cooked With Butter Or Margarine",balanced_foods,102.0,5.48,14.58,2.68,5.7,5.73,140.0,7,1,9,0,0,5,"pre_workout, lunch, dinner, snack",100g,11.3,10.0,0.05,Other starchy vegetables,vegetables,21.49,57.18,23.65,1.06,4.0,17
"Green Peas, Fresh, Cooked With Oil",balanced_foods,109.0,5.46,14.57,3.43,5.7,5.72,122.0,7,1,9,0,0,5,"pre_workout, lunch, dinner, snack",100g,11.3,10.0,0.05,Other starchy vegetables,vegetables,20.04,53.47,28.32,0.48,0.0,17
"Green Peas, Fresh, Cooked, Fat Added, As To Fat Type",balanced_foods,106.0,5.47,14.58,3.06,5.7,5.72,131.0,7,1,9,0,0,5,"pre_workout, lunch, dinner, snack",100g,11.3,10.0,0.05,Other starchy vegetables,vegetables,20.64,55.02,25.98,0.76,2.0,17
Chicken Cornbread,balanced_foods,167.0,13.78,9.38,8.21,0.4,0.24,458.0,5,6,7,1,2,2,"lunch, dinner, snack",100g,11.247,8.49,0.08,Poultry mixed dishes,other,33.01,22.47,44.25,1.91,114.0,18
"Chicken Wing, Baked, Broiled, Or Roasted, From Raw",balanced_foods,252.0,23.6,0.0,16.74,0.0,0.0,404.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.211,9.37,0.09,"Chicken, whole pieces",lean_proteins,37.46,0.0,59.79,4.94,140.0,15
Shrimp And Noodles With Soy-Based Sauce,balanced_foods,141.0,10.22,8.17,7.25,0.6,0.87,276.0,7,5,8,0,0,3,"lunch, dinner, snack",100g,11.201,7.67,0.07,Stir-fry and soy-based sauce mixtures,other,28.99,23.18,46.28,1.09,82.0,20
Chicken Egg Foo Yung,balanced_foods,137.0,12.79,4.78,7.38,0.3,3.05,401.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,11.165000000000001,9.55,0.09,Stir-fry and soy-based sauce mixtures,other,37.34,13.96,48.48,1.99,207.0,17
"Chicken Or Turkey Salad, Made With Mayonnaise-Type Salad Dressing",balanced_foods,148.0,13.68,5.95,7.95,0.4,4.13,490.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,11.153,9.51,0.09,Poultry mixed dishes,other,36.97,16.08,48.34,1.54,60.0,17
Clam Cake Or Patty,balanced_foods,246.0,19.02,6.79,15.35,0.2,0.49,408.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.143,7.81,0.08,Seafood mixed dishes,lean_proteins,30.93,11.04,56.16,2.5,80.0,16
"Pork, Carnitas",balanced_foods,271.0,24.57,0.0,18.33,0.0,0.0,440.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.121,9.07,0.09,Pork,other,36.27,0.0,60.87,6.59,96.0,15
Chili With Meat And Beans,balanced_foods,118.0,9.8,10.25,4.33,3.0,1.48,340.0,6,3,9,0,0,3,"pre_workout, lunch, dinner, snack",100g,11.1,10.0,0.08,Meat mixed dishes,other,33.22,34.75,33.03,1.62,22.0,18
"Chili,",balanced_foods,118.0,9.8,10.25,4.33,3.0,1.48,340.0,6,3,9,0,0,3,"pre_workout, lunch, dinner, snack",100g,11.1,10.0,0.08,Meat mixed dishes,other,33.22,34.75,33.03,1.62,22.0,18
"Green Peas, Cooked, From Restaurant",balanced_foods,119.0,5.37,14.28,4.72,5.6,5.61,211.0,7,1,9,0,0,5,"pre_workout, lunch, dinner, snack",100g,11.066,9.22,0.05,Other starchy vegetables,vegetables,18.05,48.0,35.7,1.2,3.0,17
"Chicken Drumstick, Fried, Coated, Skin / Coating Eaten, From Pre-Cooked",balanced_foods,247.0,18.3,7.15,15.66,0.3,0.12,479.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,11.059000000000001,7.53,0.07,"Chicken, whole pieces",lean_proteins,29.64,11.58,57.06,3.13,99.0,16
"French Toast, School",balanced_foods,162.0,9.15,22.65,3.8,2.9,3.46,245.0,4,6,9,2,2,0,"breakfast, pre_workout, lunch, dinner, snack",100g,11.032,7.44,0.06,"Pancakes, waffles, French toast",quick_carbs,22.59,55.93,21.11,1.09,76.0,19
"French Toast Sticks, School",balanced_foods,162.0,9.15,22.65,3.8,2.9,3.46,245.0,4,6,9,2,2,0,"breakfast, pre_workout, lunch, dinner, snack",100g,11.032,7.44,0.06,"Pancakes, waffles, French toast",quick_carbs,22.59,55.93,21.11,1.09,76.0,19
"Chicken Wing, Baked Or Broiled, From Fast Food / Restaurant",balanced_foods,264.0,23.08,0.0,18.35,0.0,0.0,478.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.022,8.74,0.09,"Chicken, whole pieces",lean_proteins,34.97,0.0,62.56,5.09,137.0,15
"Chicken Wing, Sauteed",balanced_foods,265.0,23.13,0.0,18.39,0.0,0.0,402.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.019,8.73,0.09,"Chicken, whole pieces",lean_proteins,34.91,0.0,62.46,5.1,137.0,15
"Chicken Wing, Grilled Without Sauce",balanced_foods,265.0,23.13,0.0,18.39,0.0,0.0,402.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.019,8.73,0.09,"Chicken, whole pieces",lean_proteins,34.91,0.0,62.46,5.1,137.0,15
Pork Chow Mein Or Chop Suey With Noodles,balanced_foods,143.0,10.41,11.17,6.38,1.5,1.55,325.0,6,5,8,0,0,3,"pre_workout, lunch, dinner, snack",100g,10.999,8.33,0.07,Fried rice and lo/chow mein,energy_dense,29.12,31.24,40.15,2.01,23.0,19
"Chicken, Back",balanced_foods,298.0,25.73,0.0,20.8,0.0,0.0,409.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.989,8.63,0.09,"Chicken, whole pieces",lean_proteins,34.54,0.0,62.82,5.77,87.0,15
"Enchilada, Chicken",balanced_foods,178.0,10.03,14.64,9.02,2.3,0.79,459.0,5,6,9,1,2,0,"pre_workout, lunch, dinner, snack",100g,10.979000000000001,6.93,0.06,Other Mexican mixed dishes,other,22.54,32.9,45.61,3.22,33.0,20
"Enchilada,",balanced_foods,178.0,10.03,14.64,9.02,2.3,0.79,459.0,5,6,9,1,2,0,"pre_workout, lunch, dinner, snack",100g,10.979000000000001,6.93,0.06,Other Mexican mixed dishes,other,22.54,32.9,45.61,3.22,33.0,20
"Stewed, Seasoned, Ground Beef With Potatoes, Mexican Style",balanced_foods,137.0,10.42,5.6,7.88,0.8,0.71,333.0,6,5,8,0,0,3,"lunch, dinner, snack",100g,10.957,8.19,0.08,Meat mixed dishes,other,30.42,16.35,51.77,2.99,35.0,19
"Meatballs, With Breading, As To Type Of Meat, With Gravy",balanced_foods,143.0,12.22,6.28,7.51,0.4,1.22,499.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,10.949000000000002,8.83,0.09,Meat mixed dishes,other,34.18,17.57,47.27,2.88,48.0,17
"Chicken Or Turkey Shish Kabob With Vegetables, Excluding Potatoes",balanced_foods,104.0,13.04,5.06,3.69,0.8,2.37,346.0,6,3,7,0,0,5,"lunch, dinner, snack",100g,10.9,10.0,0.13,Poultry mixed dishes,other,50.15,19.46,31.93,0.83,51.0,16
"Chicken Wing, Baked, Coated",balanced_foods,260.0,21.42,3.98,16.87,0.2,0.07,417.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.896,8.32,0.08,"Chicken, whole pieces",lean_proteins,32.95,6.12,58.4,4.64,125.0,15
"Stewed Seasoned Ground Beef, Mexican Style",balanced_foods,169.0,14.27,1.28,11.38,0.2,0.41,464.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.868,8.56,0.08,Meat mixed dishes,other,33.78,3.03,60.6,4.32,51.0,17
Chicken Or Turkey And Noodles With Soy-Based Sauce,balanced_foods,157.0,11.61,7.6,9.02,0.6,0.92,391.0,5,7,7,1,2,0,"lunch, dinner, snack",100g,10.834000000000001,7.78,0.07,Stir-fry and soy-based sauce mixtures,other,29.58,19.36,51.71,1.49,44.0,19
