Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Veggie Burger Patty, No Bun",processed_foods,177.0,15.7,14.27,6.3,4.9,1.07,569.0,7,6,9,0,5,4,"pre_workout, post_workout, lunch, dinner, snack",100g,14.5,10.0,0.09,Soy and meat-alternative products,other,35.48,32.25,32.03,1.44,5.0,22
"Barbecue Beef Sandwich, On Wheat Bun",processed_foods,240.0,17.02,23.3,8.52,2.0,8.38,544.0,5,7,9,3,5,2,"breakfast, post_workout, lunch, dinner",100g,13.776,7.92,0.07,Meat and BBQ sandwiches,other,28.37,38.83,31.95,3.0,44.0,21
"Swiss Steak, With Gravy, Meatless",processed_foods,180.0,12.69,14.13,8.09,4.0,0.95,689.0,7,6,9,1,2,4,"pre_workout, lunch, dinner, snack",100g,13.681,9.27,0.07,"Bean, pea, legume dishes",other,28.2,31.4,40.45,1.55,4.0,22
"Barbecue Pork Sandwich, On Wheat Bun",processed_foods,238.0,15.52,23.3,8.86,2.0,8.38,549.0,5,7,9,3,5,2,"breakfast, post_workout, lunch, dinner",100g,13.608,7.36,0.07,Meat and BBQ sandwiches,other,26.08,39.16,33.5,2.89,43.0,21
Club Sandwich On Wheat,processed_foods,220.0,15.98,21.38,7.65,2.4,2.56,765.0,5,7,9,2,5,2,"breakfast, post_workout, lunch, dinner",100g,13.605,8.35,0.07,Deli and cured meat sandwiches,other,29.05,38.87,31.3,2.21,31.0,21
Multiple Meat Sandwich On Wheat,processed_foods,189.0,13.69,20.08,5.78,2.2,2.56,704.0,5,7,9,2,2,2,"breakfast, pre_workout, lunch, dinner, snack",100g,12.722999999999999,8.41,0.07,Deli and cured meat sandwiches,other,28.97,42.5,27.52,1.54,31.0,21
"Barbecue Chicken Sandwich, On Wheat Bun",processed_foods,199.0,16.47,23.3,4.42,2.0,8.38,513.0,5,5,8,2,5,2,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100g,12.684,9.28,0.08,Meat and BBQ sandwiches,other,33.11,46.83,19.99,0.99,52.0,18
"Chicken Nuggets, From School Lunch",processed_foods,270.0,15.67,22.86,12.9,2.2,0.49,511.0,2,8,9,3,5,2,"breakfast, post_workout, lunch, dinner",100g,12.586,6.62,0.06,"Chicken patties, nuggets and tenders",lean_proteins,23.21,33.87,43.0,2.83,50.0,19
"Chicken Tenders Or Strips, Breaded, From School Lunch",processed_foods,270.0,15.67,22.86,12.9,2.2,0.49,511.0,2,8,9,3,5,2,"breakfast, post_workout, lunch, dinner",100g,12.586,6.62,0.06,"Chicken patties, nuggets and tenders",lean_proteins,23.21,33.87,43.0,2.83,50.0,19
Shrimp With Crab Stuffing,processed_foods,174.0,16.39,6.16,9.01,0.3,0.33,537.0,5,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.477,9.59,0.09,Seafood mixed dishes,lean_proteins,37.68,14.16,46.6,2.19,145.0,18
"Adobo, With Noodles",processed_foods,172.0,16.89,8.14,7.66,0.4,0.03,510.0,5,6,7,0,5,2,"post_workout, lunch, dinner, snack",100g,12.299999999999999,10.0,0.1,Poultry mixed dishes,other,39.28,18.93,40.08,2.48,72.0,18
"Adobo, With Rice",processed_foods,181.0,17.69,8.86,7.94,0.2,0.03,522.0,5,6,7,0,5,2,"post_workout, lunch, dinner, snack",100g,12.264,9.88,0.1,Poultry mixed dishes,other,39.09,19.58,39.48,2.58,75.0,18
"Luncheon Slice, Meatless-Beef, Chicken, Salami Or Turkey",processed_foods,189.0,17.78,4.44,11.11,1.1,2.22,711.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.197000000000001,9.99,0.09,Soy and meat-alternative products,other,37.63,9.4,52.9,1.34,0.0,17
"Meatballs, As To Type Of Meat, With Sauce",processed_foods,186.0,18.02,0.15,12.02,0.0,0.07,801.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.107000000000001,9.69,0.1,Meat mixed dishes,other,38.75,0.32,58.16,4.56,97.0,17
"Beef, Ground, With Egg And Onion",processed_foods,228.0,21.86,1.05,14.54,0.1,0.54,732.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.089,9.63,0.1,Meat mixed dishes,other,38.35,1.84,57.39,5.5,104.0,17
"Chicken, As To Part, Grilled With Sauce, Skin Eaten",processed_foods,211.0,19.89,7.31,10.74,0.2,5.96,516.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,12.056000000000001,9.52,0.09,"Chicken, whole pieces",lean_proteins,37.71,13.86,45.81,2.6,91.0,17
"Chicken Drumstick, Grilled With Sauce, Skin Eaten",processed_foods,200.0,18.68,7.28,10.15,0.2,5.94,588.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,12.032000000000002,9.44,0.09,"Chicken, whole pieces",lean_proteins,37.36,14.56,45.68,2.45,103.0,17
"Hot Dog Sandwich, Reduced-Fat, On Wheat Bun",processed_foods,237.0,12.71,22.89,10.5,2.4,2.3,538.0,4,7,9,3,2,2,"breakfast, lunch, dinner",100g,12.014,6.38,0.05,Frankfurter sandwiches,other,21.45,38.63,39.87,3.95,29.0,20
Italian Sausage Sandwich On Wheat,processed_foods,293.0,15.18,21.38,16.32,2.4,3.12,621.0,2,8,8,3,5,2,"breakfast, post_workout, lunch, dinner",100g,12.0,6.0,0.05,Deli and cured meat sandwiches,other,20.72,29.19,50.13,5.4,44.0,18
"Stewed Pork, Puerto Rican Style",processed_foods,200.0,17.91,2.75,12.69,0.6,1.29,579.0,4,6,7,1,5,2,"post_workout, lunch, dinner, snack",100g,11.978000000000002,9.26,0.09,Meat mixed dishes,other,35.82,5.5,57.1,2.96,54.0,17
"Breakfast Link, Pattie, Or Slice, Meatless",processed_foods,255.0,20.28,8.09,18.16,2.8,0.0,888.0,2,7,8,1,5,2,"post_workout, lunch, dinner",100g,11.915000000000001,9.05,0.08,Soy and meat-alternative products,other,31.81,12.69,64.09,2.93,0.0,17
"Chicken Thigh, Fried, Coated, Skin / Coating Not Eaten, From Fast Food",processed_foods,218.0,19.42,6.31,12.8,0.2,0.1,613.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.9,9.0,0.09,"Chicken, whole pieces",lean_proteins,35.63,11.58,52.84,2.7,102.0,17
"Chicken Thigh, Fried, Coated, Skin / Coating Not Eaten, From Restaurant",processed_foods,218.0,19.42,6.31,12.8,0.2,0.1,613.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.9,9.0,0.09,"Chicken, whole pieces",lean_proteins,35.63,11.58,52.84,2.7,102.0,17
"Barbecue Beef, With Sauce",processed_foods,228.0,19.83,12.23,10.79,0.3,9.97,596.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.849000000000002,8.83,0.09,Meat mixed dishes,other,34.79,21.46,42.59,4.14,67.0,17
"Chicken Leg, Drumstick And Thigh, Grilled With Sauce, Skin Eaten",processed_foods,220.0,18.64,7.28,12.32,0.2,5.94,578.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.768,8.56,0.08,"Chicken, whole pieces",lean_proteins,33.89,13.24,50.4,3.1,105.0,17
Roast Beef Sandwich On Wheat,processed_foods,192.0,14.89,23.8,3.84,2.8,2.83,639.0,5,5,8,2,2,2,"breakfast, pre_workout, lunch, dinner, snack",100g,11.763000000000002,9.21,0.08,Deli and cured meat sandwiches,other,31.02,49.58,18.0,1.01,25.0,18
Corned Beef Sandwich On Wheat,processed_foods,257.0,14.67,23.72,11.22,2.8,2.69,697.0,2,8,9,3,2,2,"breakfast, lunch, dinner",100g,11.74,6.8,0.06,Deli and cured meat sandwiches,other,22.83,36.92,39.29,3.43,47.0,19
Ham Sandwich On Wheat,processed_foods,185.0,13.96,23.62,3.86,2.8,2.69,657.0,5,5,8,2,2,2,"breakfast, pre_workout, lunch, dinner, snack",100g,11.718,9.06,0.08,Deli and cured meat sandwiches,other,30.18,51.07,18.78,0.91,20.0,18
"Barbecue Meat,",processed_foods,226.0,18.14,12.23,11.17,0.3,9.97,601.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.648000000000001,8.16,0.08,Meat mixed dishes,other,32.11,21.65,44.48,4.02,65.0,17
"Chicken Thigh, Grilled With Sauce, Skin Eaten",processed_foods,233.0,18.61,7.28,13.77,0.2,5.94,571.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.621,8.07,0.08,"Chicken, whole pieces",lean_proteins,31.95,12.5,53.19,3.54,106.0,17
"Barbecue Pork, With Sauce",processed_foods,226.0,17.57,12.23,11.3,0.3,9.97,603.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.573,7.91,0.08,Meat mixed dishes,other,31.1,21.65,45.0,3.98,64.0,17
Turkey Sandwich On Wheat,processed_foods,187.0,13.05,24.56,3.88,2.8,3.13,619.0,5,5,8,2,2,2,"breakfast, pre_workout, lunch, dinner, snack",100g,11.544,8.48,0.07,Deli and cured meat sandwiches,other,27.91,52.53,18.67,0.81,24.0,18
"Chicken Wing, Grilled With Sauce",processed_foods,250.0,19.03,7.28,15.49,0.2,5.94,568.0,4,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.507000000000001,7.69,0.08,"Chicken, whole pieces",lean_proteins,30.45,11.65,55.76,4.22,112.0,17
"Chicken Or Turkey Salad, Made With Light Mayonnaise",processed_foods,146.0,13.55,4.76,8.15,0.4,2.73,529.0,6,4,7,1,0,5,"lunch, dinner, snack",100g,11.465,9.55,0.09,Poultry mixed dishes,other,37.12,13.04,50.24,1.56,60.0,17
"Chicken Or Turkey Salad, Made With Light Mayonnaise-Type Salad Dressing",processed_foods,146.0,13.55,4.76,8.15,0.4,2.73,529.0,6,4,7,1,0,5,"lunch, dinner, snack",100g,11.465,9.55,0.09,Poultry mixed dishes,other,37.12,13.04,50.24,1.56,60.0,17
Salami Sandwich On Wheat,processed_foods,319.0,16.07,23.84,17.34,2.8,2.82,1075.0,2,8,5,5,5,2,"post_workout, lunch, dinner",100g,11.376,5.92,0.05,Deli and cured meat sandwiches,other,20.15,29.89,48.92,5.88,52.0,15
"Pizza With Pepperoni, From Frozen, Thin Crust",processed_foods,274.0,12.25,27.52,12.71,2.9,3.54,523.0,2,8,9,3,2,2,"breakfast, lunch, dinner",100g,11.359,5.53,0.04,Pizza,energy_dense,17.88,40.18,41.75,6.26,25.0,19
Ham Salad Sandwich On Wheat,processed_foods,241.0,12.64,17.03,13.38,2.1,3.11,806.0,4,7,9,1,2,2,"breakfast, lunch, dinner",100g,11.336,6.12,0.05,Deli and cured meat sandwiches,other,20.98,28.27,49.97,2.46,25.0,20
"Lobster With Bread Stuffing, Baked",processed_foods,177.0,14.98,9.83,8.26,0.5,1.21,641.0,5,6,7,1,2,2,"lunch, dinner, snack",100g,11.325,8.75,0.08,Seafood mixed dishes,lean_proteins,33.85,22.21,42.0,4.17,120.0,18
"Crab, Soft Shell",processed_foods,227.0,15.51,11.72,12.73,0.5,0.2,643.0,4,6,7,1,5,2,"post_workout, lunch, dinner",100g,11.315000000000001,7.05,0.07,Shellfish,lean_proteins,27.33,20.65,50.47,1.82,80.0,17
"Chicken Or Turkey Salad, Made With Light Creamy Dressing",processed_foods,128.0,13.75,4.28,6.36,0.4,3.2,532.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,11.3,10.0,0.11,Poultry mixed dishes,other,42.97,13.38,44.72,1.27,56.0,17
"Hot Dog Sandwich, Turkey, On Wheat Bun",processed_foods,241.0,11.86,22.17,11.42,2.4,2.97,678.0,4,7,9,3,2,0,"breakfast, lunch, dinner",100g,11.276,5.92,0.05,Frankfurter sandwiches,other,19.68,36.8,42.65,2.57,43.0,20
Turkey And Ham Sandwich On Wheat,processed_foods,170.0,13.94,19.65,3.84,2.2,2.43,679.0,5,5,8,0,2,2,"breakfast, pre_workout, lunch, dinner, snack",100g,11.247,9.49,0.08,Deli and cured meat sandwiches,other,32.8,46.24,20.33,0.89,26.0,18
Caviar,processed_foods,264.0,24.6,4.0,17.9,0.0,0.0,1500.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.196,9.32,0.09,Fish,lean_proteins,37.27,6.06,61.02,4.06,588.0,15
"Chicken Or Turkey Salad, Made With Italian Dressing",processed_foods,146.0,13.62,5.37,7.84,0.4,4.3,564.0,6,4,7,0,0,5,"lunch, dinner, snack",100g,11.18,9.6,0.09,Poultry mixed dishes,other,37.32,14.71,48.33,1.44,56.0,17
"Chicken Wing, As To Cooking Method",processed_foods,257.0,23.42,0.6,18.04,0.0,0.6,579.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.133000000000001,9.11,0.09,"Chicken, whole pieces",lean_proteins,36.45,0.93,63.18,4.63,129.0,15
"Chicken Wing, Rotisserie",processed_foods,257.0,23.42,0.6,18.04,0.0,0.6,579.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.133000000000001,9.11,0.09,"Chicken, whole pieces",lean_proteins,36.45,0.93,63.18,4.63,129.0,15
"Chicken Wing, Baked Or Broiled, From Pre-Cooked",processed_foods,257.0,23.42,0.6,18.04,0.0,0.6,579.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.133000000000001,9.11,0.09,"Chicken, whole pieces",lean_proteins,36.45,0.93,63.18,4.63,129.0,15
"Chicken, As To Part, Baked, Coated, Skin / Coating Eaten",processed_foods,251.0,21.75,7.14,15.02,0.2,0.0,671.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.025,8.75,0.09,"Chicken, whole pieces",lean_proteins,34.66,11.38,53.86,4.0,100.0,15
"Chicken, As To Part, Fried, Coated, Skin / Coating Eaten",processed_foods,251.0,21.75,7.14,15.02,0.2,0.0,671.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,11.025,8.75,0.09,"Chicken, whole pieces",lean_proteins,34.66,11.38,53.86,4.0,100.0,15
"Beef, Shortribs",processed_foods,253.0,18.2,12.13,14.1,0.3,9.89,650.0,2,7,7,1,5,2,"post_workout, lunch, dinner",100g,10.993,7.31,0.07,"Beef, excludes ground",other,28.77,19.18,50.16,5.5,67.0,16
"Stewed Goat, Puerto Rican Style",processed_foods,265.0,22.32,1.98,18.08,0.5,0.88,752.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.983,8.61,0.08,Meat mixed dishes,other,33.69,2.99,61.4,3.75,63.0,15
"Pizza, With Meat, Whole Wheat Thin Crust",processed_foods,289.0,13.05,23.58,16.35,2.9,3.09,641.0,2,8,8,3,2,2,"breakfast, lunch, dinner",100g,10.956,5.52,0.05,Pizza,energy_dense,18.06,32.64,50.92,5.73,30.0,18
Topping From Vegetable Pizza,processed_foods,247.0,15.59,12.18,15.61,1.9,5.75,805.0,4,6,6,1,5,2,"post_workout, lunch, dinner",100g,10.924000000000001,7.08,0.06,Pizza,energy_dense,25.25,19.72,56.88,7.62,40.0,16
Breakfast Meat As Ingredient In Omelet,processed_foods,252.0,20.81,1.61,17.87,0.0,0.9,1102.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.878,8.26,0.08,Not included in a food category,other,33.03,2.56,63.82,5.81,77.0,15
"Bread, Sunflower Meal, Toasted",processed_foods,336.0,12.26,52.73,9.05,2.9,3.4,563.0,3,8,6,5,2,2,"lunch, dinner",100g,10.853,4.51,0.04,Yeast breads,quick_carbs,14.6,62.77,24.24,1.74,4.0,17
"Chicken Or Turkey Cake, Patty, Or Croquette",processed_foods,262.0,20.83,2.59,18.75,0.2,0.49,575.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.809,8.03,0.08,Poultry mixed dishes,other,31.8,3.95,64.41,3.41,125.0,15
Italian Sandwich On Wheat,processed_foods,308.0,16.42,17.53,18.92,2.0,2.29,1006.0,2,8,5,3,5,2,"post_workout, lunch, dinner",100g,10.794,5.98,0.05,Deli and cured meat sandwiches,other,21.32,22.77,55.29,7.48,53.0,15
"Ribs,",processed_foods,254.0,16.52,12.13,14.97,0.3,9.89,674.0,2,7,7,1,5,2,"post_workout, lunch, dinner",100g,10.786000000000001,6.62,0.07,Pork,other,26.02,19.1,53.04,5.44,60.0,16
"Chicken Fillet Wrap Sandwich, Fried, From Fast Food",processed_foods,299.0,12.68,24.42,16.68,2.0,1.86,694.0,2,8,8,3,2,2,"breakfast, lunch, dinner",100g,10.773,4.91,0.04,Chicken fillet sandwiches,lean_proteins,16.96,32.67,50.21,5.42,29.0,18
Chicken Or Turkey Cacciatore,processed_foods,174.0,13.19,6.92,10.62,1.1,1.6,664.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.763000000000002,8.21,0.08,Poultry mixed dishes,other,30.32,15.91,54.93,2.57,58.0,17
"Pork Sausage, Reduced-Fat",processed_foods,267.0,20.94,0.15,20.32,0.0,0.0,698.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.752,7.84,0.08,Sausages,other,31.37,0.22,68.49,6.03,82.0,15
"Chicken Or Turkey Fricassee, With Sauce, No Potatoes, Potatoes Reported Separately, Puerto Rican Style",processed_foods,183.0,14.0,2.54,13.12,0.7,1.19,593.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.709,8.03,0.08,Poultry mixed dishes,other,30.6,5.55,64.52,2.36,52.0,17
Chicken Kiev,processed_foods,280.0,21.31,5.45,19.21,0.1,0.06,644.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.695,7.65,0.08,Poultry mixed dishes,other,30.44,7.79,61.75,7.42,106.0,15
"Chili Hot Dog Sandwich, On Wheat Bun",processed_foods,219.0,10.39,17.48,11.99,2.7,2.39,541.0,4,7,9,1,2,0,"breakfast, lunch, dinner",100g,10.694,5.98,0.05,Frankfurter sandwiches,other,18.98,31.93,49.27,4.59,26.0,20
Queso Asadero,processed_foods,297.0,22.14,2.4,22.1,0.0,0.0,734.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.635,7.45,0.07,Cheese,dairy_proteins,29.82,3.23,66.97,12.7,66.0,15
"Chicken Fricassee, Puerto Rican Style",processed_foods,172.0,12.13,7.17,10.65,1.2,1.26,753.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.625,7.75,0.07,Poultry mixed dishes,other,28.21,16.67,55.73,1.8,44.0,17
"Pizza With Pepperoni, From Frozen, Medium Crust",processed_foods,275.0,11.46,27.8,13.07,2.5,3.49,504.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.624,5.08,0.04,Pizza,energy_dense,16.67,40.44,42.77,5.49,21.0,19
Bologna Sandwich On Wheat,processed_foods,272.0,10.89,26.54,13.53,2.8,3.64,759.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.609,5.03,0.04,Deli and cured meat sandwiches,other,16.01,39.03,44.77,3.94,44.0,19
"Pizza With Meat And Vegetables, From Restaurant Or Fast Food, Thick Crust",processed_foods,259.0,10.94,30.11,10.53,2.0,3.23,505.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.600000000000001,5.0,0.04,Pizza,energy_dense,16.9,46.5,36.59,4.18,20.0,19
"Pizza With Pepperoni, From Restaurant Or Fast Food, As To Type Of Crust",processed_foods,282.0,11.74,31.98,11.91,2.3,3.26,620.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.594000000000001,4.98,0.04,Pizza,energy_dense,16.65,45.36,38.01,5.09,25.0,19
"Pizza With Pepperoni, From Restaurant Or Fast Food, Medium Crust",processed_foods,282.0,11.74,31.98,11.91,2.3,3.26,620.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.594000000000001,4.98,0.04,Pizza,energy_dense,16.65,45.36,38.01,5.09,25.0,19
"Pizza With Pepperoni, From Restaurant Or Fast Food, Thin Crust",processed_foods,282.0,11.74,31.98,11.91,2.3,3.26,620.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.594000000000001,4.98,0.04,Pizza,energy_dense,16.65,45.36,38.01,5.09,25.0,19
"Quesadilla, Chicken, With Vegetables",processed_foods,270.0,11.29,28.22,12.14,2.1,2.63,592.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.588000000000001,4.96,0.04,Other Mexican mixed dishes,other,16.73,41.81,40.47,4.82,29.0,19
"Pizza With Meat Other Than Pepperoni, From Restaurant Or Fast Food, As To Type Of Crust",processed_foods,280.0,11.5,30.62,12.35,2.3,3.32,570.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.579,4.93,0.04,Pizza,energy_dense,16.43,43.74,39.7,5.03,23.0,19
"Pizza With Meat Other Than Pepperoni, From Restaurant Or Fast Food, Medium Crust",processed_foods,280.0,11.5,30.62,12.35,2.3,3.32,570.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.579,4.93,0.04,Pizza,energy_dense,16.43,43.74,39.7,5.03,23.0,19
"Pizza With Meat Other Than Pepperoni, From Restaurant Or Fast Food, Thin Crust",processed_foods,280.0,11.5,30.62,12.35,2.3,3.32,570.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.579,4.93,0.04,Pizza,energy_dense,16.43,43.74,39.7,5.03,23.0,19
"Beef, Corned",processed_foods,251.0,18.17,0.47,18.98,0.0,0.0,973.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.572000000000001,7.24,0.07,Cold cuts and cured meats,other,28.96,0.75,68.06,6.34,98.0,15
"Pizza With Meat And Vegetables, From Frozen, Thick Crust",processed_foods,276.0,11.28,25.14,14.43,2.2,4.85,555.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.564,4.88,0.04,Pizza,energy_dense,16.35,36.43,47.05,5.08,16.0,19
"Pizza With Meat And Vegetables, From Frozen, Thin Crust",processed_foods,276.0,11.28,25.14,14.43,2.2,4.85,555.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.564,4.88,0.04,Pizza,energy_dense,16.35,36.43,47.05,5.08,16.0,19
"Pizza With Meat And Vegetables, From Frozen, Medium Crust",processed_foods,276.0,11.28,25.14,14.43,2.2,4.85,555.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.564,4.88,0.04,Pizza,energy_dense,16.35,36.43,47.05,5.08,16.0,19
"Chicken Or Turkey Salad, Made With Creamy Dressing",processed_foods,188.0,13.76,4.02,13.09,0.4,2.98,526.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.559000000000001,7.53,0.07,Poultry mixed dishes,other,29.28,8.55,62.66,2.34,62.0,17
"Stewed Dried Beef, Puerto Rican Style",processed_foods,258.0,17.69,3.91,19.13,0.8,2.54,1770.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.551,7.17,0.07,Meat mixed dishes,other,27.43,6.06,66.73,3.36,45.0,15
Swedish Meatballs With Cream Or White Sauce,processed_foods,170.0,12.48,6.29,10.3,0.2,2.46,537.0,4,6,7,1,2,2,"lunch, dinner, snack",100g,10.538,7.46,0.07,Meat mixed dishes,other,29.36,14.8,54.53,4.54,64.0,17
"Pizza With Pepperoni, From Restaurant Or Fast Food, Thick Crust",processed_foods,287.0,11.49,31.84,12.58,2.2,2.93,620.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.531,4.77,0.04,Pizza,energy_dense,16.01,44.38,39.45,4.84,24.0,19
"Pizza With Meat Other Than Pepperoni, From Restaurant Or Fast Food, Thick Crust",processed_foods,282.0,11.06,30.36,12.94,2.3,2.82,570.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.522,4.74,0.04,Pizza,energy_dense,15.69,43.06,41.3,4.8,23.0,19
"Quesadilla, Beef Or Pork, With Vegetables",processed_foods,279.0,11.1,28.22,13.22,2.1,2.63,592.0,2,8,9,3,2,0,"breakfast, lunch, dinner",100g,10.519,4.73,0.04,Other Mexican mixed dishes,other,15.91,40.46,42.65,5.32,24.0,19
"Chicken ""Wings"" With Other Sauces Or Seasoning, From Precooked",processed_foods,258.0,17.74,9.42,16.67,0.2,7.76,660.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.485000000000001,6.95,0.07,"Chicken, whole pieces",lean_proteins,27.5,14.6,58.15,3.88,97.0,15
"Chicken ""Wings"" With Hot Sauce, From Precooked",processed_foods,254.0,17.57,2.5,19.48,0.0,2.47,741.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.476,6.92,0.07,"Chicken, whole pieces",lean_proteins,27.67,3.94,69.02,6.04,107.0,15
"Beef Stew With Potatoes, Puerto Rican Style",processed_foods,220.0,14.57,6.53,14.85,1.0,0.93,572.0,4,6,7,1,2,2,"lunch, dinner",100g,10.424000000000001,7.08,0.07,Meat mixed dishes,other,26.49,11.87,60.75,4.21,42.0,17
Ham Croquette,processed_foods,273.0,17.97,2.6,20.74,0.2,0.49,1176.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.398,6.66,0.07,Meat mixed dishes,other,26.33,3.81,68.37,4.53,87.0,15
"Chicken, Fried, With Potatoes, Vegetable, Frozen Meal",processed_foods,157.0,10.26,10.63,8.13,1.7,1.29,669.0,5,6,7,1,2,0,"pre_workout, lunch, dinner, snack",100g,10.386000000000001,7.62,0.07,Poultry mixed dishes,other,26.14,27.08,46.61,2.66,46.0,18
"Breadsticks, Soft,",processed_foods,342.0,12.18,44.39,12.85,2.4,1.11,615.0,2,8,6,5,2,2,"lunch, dinner",100g,10.378,4.26,0.04,Rolls and buns,other,14.25,51.92,33.82,2.96,7.0,16
"Breadsticks,",processed_foods,342.0,12.18,44.39,12.85,2.4,1.11,615.0,2,8,6,5,2,2,"lunch, dinner",100g,10.378,4.26,0.04,Rolls and buns,other,14.25,51.92,33.82,2.96,7.0,16
"Breadsticks, Soft, Fast Food / Restaurant",processed_foods,342.0,12.18,44.39,12.85,2.4,1.11,615.0,2,8,6,5,2,2,"lunch, dinner",100g,10.378,4.26,0.04,Rolls and buns,other,14.25,51.92,33.82,2.96,7.0,16
"Pork, Ribs",processed_foods,254.0,16.22,12.13,15.12,0.3,9.89,678.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.35,6.5,0.06,Pork,other,25.54,19.1,53.57,5.43,58.0,15
"Chicken Tenders Or Strips, Breaded, From Frozen",processed_foods,240.0,14.62,14.86,13.58,1.7,0.57,527.0,4,6,7,1,2,2,"lunch, dinner",100g,10.34,6.8,0.06,"Chicken patties, nuggets and tenders",lean_proteins,24.37,24.77,50.92,2.44,36.0,17
"Chicken Fillet, Breaded",processed_foods,240.0,14.62,14.86,13.58,1.7,0.57,527.0,4,6,7,1,2,2,"lunch, dinner",100g,10.34,6.8,0.06,"Chicken patties, nuggets and tenders",lean_proteins,24.37,24.77,50.92,2.44,36.0,17
"Chicken ""Wings"" With Other Sauces Or Seasoning, From Other Sources",processed_foods,271.0,17.19,12.01,17.17,0.2,7.62,731.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.326,6.42,0.06,"Chicken, whole pieces",lean_proteins,25.37,17.73,57.02,4.06,93.0,15
"Chicken ""Wings"" With Hot Sauce, From Other Sources",processed_foods,267.0,17.02,5.08,19.98,0.1,2.32,812.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.323,6.41,0.06,"Chicken, whole pieces",lean_proteins,25.5,7.61,67.35,6.22,104.0,15
