Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Chicken Drumstick, Fried, Coated, Skin / Coating Eaten, From Fast Food / Restaurant",processed_foods,288.0,17.77,12.14,18.76,0.6,0.1,624.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.314,6.38,0.06,"Chicken, whole pieces",lean_proteins,24.68,16.86,58.63,4.27,91.0,15
Queso Fresco,processed_foods,298.0,18.88,2.96,23.36,0.0,2.32,626.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.302,6.34,0.06,Cheese,dairy_proteins,25.34,3.97,70.55,14.0,76.0,15
"Chili Hot Dog Sandwich, On Wheat Bread",processed_foods,215.0,10.29,14.7,12.79,2.4,2.11,551.0,4,6,9,1,2,0,"lunch, dinner",100g,10.270000000000001,5.9,0.05,Frankfurter sandwiches,other,19.14,27.35,53.54,4.97,29.0,19
"Chicken ""Wings"" With Other Sauces Or Seasoning, From Fast Food / Restaurant",processed_foods,276.0,16.95,13.13,17.39,0.2,7.55,761.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.263,6.21,0.06,"Chicken, whole pieces",lean_proteins,24.57,19.03,56.71,4.14,92.0,15
"Chicken ""Wings"" With Hot Sauce, From Fast Food / Restaurant",processed_foods,272.0,16.78,6.18,20.2,0.1,2.26,842.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.263,6.21,0.06,"Chicken, whole pieces",lean_proteins,24.68,9.09,66.84,6.29,102.0,15
Topping From Meat And Vegetable Pizza,processed_foods,299.0,17.55,7.66,22.03,1.0,4.09,837.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.26,6.2,0.06,Pizza,energy_dense,23.48,10.25,66.31,9.55,61.0,15
"Bread, Sunflower Meal",processed_foods,306.0,11.16,47.98,8.23,2.7,3.1,512.0,3,8,6,5,2,0,"lunch, dinner",100g,10.259,4.53,0.04,Yeast breads,quick_carbs,14.59,62.72,24.21,1.58,4.0,17
"Mozzarella Sticks, Breaded, Baked, Or Fried",processed_foods,325.0,14.75,25.14,18.33,2.0,2.36,861.0,2,8,5,5,2,2,"lunch, dinner",100g,10.245,5.15,0.05,Cheese,dairy_proteins,18.15,30.94,50.76,6.85,36.0,15
"Breadsticks, Soft, Frozen",processed_foods,313.0,11.09,46.37,9.16,2.4,2.8,503.0,3,8,6,5,2,0,"lunch, dinner",100g,10.193,4.31,0.04,Rolls and buns,other,14.17,59.26,26.34,2.11,4.0,17
"Quesadilla,",processed_foods,316.0,13.36,28.62,16.21,2.0,2.41,676.0,2,8,5,5,2,2,"lunch, dinner",100g,10.158,4.86,0.04,Other Mexican mixed dishes,other,16.91,36.23,46.17,8.45,36.0,15
"Hot Dog Sandwich, Beef, On Wheat Bun",processed_foods,290.0,11.57,21.65,17.4,2.4,3.0,657.0,2,8,8,3,2,0,"breakfast, lunch, dinner",100g,10.146,4.82,0.04,Frankfurter sandwiches,other,15.96,29.86,54.0,6.69,32.0,18
"Hot Dog Sandwich, , On Wheat Bun",processed_foods,290.0,11.57,21.65,17.4,2.4,3.0,657.0,2,8,8,3,2,0,"breakfast, lunch, dinner",100g,10.146,4.82,0.04,Frankfurter sandwiches,other,15.96,29.86,54.0,6.69,32.0,18
"Hot Dog Sandwich, Meat And Poultry, On Wheat Bun",processed_foods,271.0,10.46,22.84,15.27,2.4,3.83,657.0,2,8,8,3,2,0,"breakfast, lunch, dinner",100g,10.125,4.75,0.04,Frankfurter sandwiches,other,15.44,33.71,50.71,4.56,44.0,18
Octopus,processed_foods,226.0,13.25,13.39,12.96,0.5,0.2,518.0,4,6,7,1,2,2,"lunch, dinner",100g,10.124,6.08,0.06,Shellfish,lean_proteins,23.45,23.7,51.61,1.84,43.0,17
"Ripe Plantain Meat Pie, Puerto Rican Style",processed_foods,315.0,12.81,22.03,20.22,2.1,11.4,584.0,2,8,5,5,2,2,"lunch, dinner",100g,10.119,4.73,0.04,Meat mixed dishes,other,16.27,27.97,57.77,4.89,125.0,15
"Turkey Ham, Prepackaged Or Deli, Luncheon Meat",processed_foods,106.0,14.81,2.2,3.77,0.0,0.91,810.0,6,2,6,0,0,5,"lunch, dinner, snack",100g,10.100000000000001,10.0,0.14,Cold cuts and cured meats,other,55.89,8.3,32.01,0.91,49.0,14
"Chicken Or Turkey Salad, Made With Any Type Of Fat-Free Dressing",processed_foods,111.0,13.32,6.28,3.81,0.9,4.31,525.0,6,2,6,0,0,5,"lunch, dinner, snack",100g,10.100000000000001,10.0,0.12,Poultry mixed dishes,other,48.0,22.63,30.89,0.93,57.0,14
"Chicken Or Turkey Salad, Made With Light Italian Dressing",processed_foods,116.0,13.56,4.93,4.71,0.4,3.97,543.0,6,2,6,0,0,5,"lunch, dinner, snack",100g,10.100000000000001,10.0,0.12,Poultry mixed dishes,other,46.76,17.0,36.54,0.98,56.0,14
"Turkey, Prepackaged Or Deli, Luncheon Meat",processed_foods,106.0,14.81,2.2,3.77,0.0,0.91,810.0,6,2,6,0,0,5,"lunch, dinner, snack",100g,10.100000000000001,10.0,0.14,Cold cuts and cured meats,other,55.89,8.3,32.01,0.91,49.0,14
"Turkey, Prepackaged Or Deli, Luncheon Meat, Reduced Sodium",processed_foods,106.0,14.81,2.2,3.77,0.0,0.91,610.0,6,2,6,0,0,5,"lunch, dinner, snack",100g,10.100000000000001,10.0,0.14,Cold cuts and cured meats,other,55.89,8.3,32.01,0.91,49.0,14
"Pork, Pig'S Feet, Pickled",processed_foods,140.0,11.63,0.01,10.02,0.0,0.0,946.0,5,4,7,1,0,3,"lunch, dinner, snack",100g,10.093,8.31,0.08,Pork,other,33.23,0.03,64.41,2.94,83.0,16
"Chicken Thigh, Fried, Coated, Skin / Coating Eaten, From Restaurant",processed_foods,294.0,16.26,13.0,19.67,0.3,0.1,748.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.089,5.63,0.06,"Chicken, whole pieces",lean_proteins,22.12,17.69,60.21,4.57,87.0,15
"Chicken Thigh, Fried, Coated, Skin / Coating Eaten, From Fast Food",processed_foods,294.0,16.26,13.0,19.67,0.3,0.1,748.0,2,7,6,1,5,2,"post_workout, lunch, dinner",100g,10.089,5.63,0.06,"Chicken, whole pieces",lean_proteins,22.12,17.69,60.21,4.57,87.0,15
"Pizza, With Meat, Gluten-Free Thin Crust",processed_foods,287.0,10.58,21.88,17.36,2.1,2.78,594.0,2,8,8,3,2,0,"breakfast, lunch, dinner",100g,10.026,4.42,0.04,Pizza,energy_dense,14.75,30.49,54.44,5.91,30.0,18
Turkey Or Chicken And Pork Sausage,processed_foods,307.0,22.7,0.7,23.0,0.0,0.0,878.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,10.017,7.39,0.07,Sausages,other,29.58,0.91,67.43,7.95,84.0,12
"Lobster With Sauce, Puerto Rican Style",processed_foods,154.0,10.75,3.94,10.55,0.9,2.24,719.0,4,6,7,1,2,0,"lunch, dinner, snack",100g,9.968000000000002,7.56,0.07,Seafood mixed dishes,lean_proteins,27.92,10.23,61.66,1.68,77.0,17
"Moo Shu Pork, Without Chinese Pancake",processed_foods,153.0,10.41,4.01,10.7,0.9,1.76,815.0,4,6,7,1,2,0,"lunch, dinner, snack",100g,9.917,7.39,0.07,Stir-fry and soy-based sauce mixtures,other,27.22,10.48,62.94,1.93,100.0,17
"Meatballs, Puerto Rican Style",processed_foods,225.0,14.33,6.9,15.31,0.8,1.69,922.0,4,6,6,1,2,2,"lunch, dinner",100g,9.916,6.72,0.06,Meat mixed dishes,other,25.48,12.27,61.24,4.22,64.0,16
"Ravioli, Meat-Filled, With Cream Sauce",processed_foods,176.0,10.15,13.69,8.8,0.4,1.58,576.0,5,6,7,1,2,0,"pre_workout, lunch, dinner, snack",100g,9.897,5.99,0.06,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,23.07,31.11,45.0,2.86,73.0,18
Porcupine Balls With Mushroom Sauce,processed_foods,157.0,10.34,10.71,7.76,0.5,0.5,601.0,5,6,7,0,2,0,"pre_workout, lunch, dinner, snack",100g,9.87,6.9,0.07,Meat mixed dishes,other,26.34,27.29,44.48,2.63,31.0,18
"Beef Steak With Onions, Puerto Rican Style",processed_foods,321.0,20.92,3.89,24.12,0.7,1.55,999.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.822000000000001,6.74,0.07,Meat mixed dishes,other,26.07,4.85,67.63,6.26,62.0,12
"Roll, Mexican, Bolillo",processed_foods,318.0,10.65,55.77,5.8,2.2,3.55,506.0,3,8,6,4,2,0,"lunch, dinner",100g,9.812000000000001,4.04,0.03,Rolls and buns,other,13.4,70.15,16.42,1.4,1.0,17
"Hot Dog, Reduced-Fat",processed_foods,216.0,13.75,5.1,15.66,0.0,0.0,615.0,4,6,6,1,2,2,"lunch, dinner",100g,9.811,6.37,0.06,Frankfurters,other,25.46,9.44,65.25,6.5,52.0,16
"Tongue Pot Roast, Puerto Rican Style",processed_foods,317.0,21.03,0.32,25.04,0.1,0.02,1245.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.801,6.67,0.07,Liver and organ meats,other,26.54,0.4,71.09,8.96,144.0,12
Venison Sausage,processed_foods,312.0,20.23,0.0,25.08,0.0,0.0,829.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.744,6.48,0.06,Cold cuts and cured meats,other,25.94,0.0,72.35,9.76,90.0,12
"Meat Loaf, Puerto Rican Style",processed_foods,325.0,19.85,10.7,22.0,0.6,1.03,629.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.687000000000001,6.29,0.06,Meat mixed dishes,other,24.43,13.17,60.92,6.37,148.0,12
Ham Or Pork Salad,processed_foods,230.0,13.26,2.83,18.09,0.4,2.06,989.0,4,6,6,1,2,2,"lunch, dinner",100g,9.682,5.94,0.06,Meat mixed dishes,other,23.06,4.92,70.79,3.34,37.0,16
"Livers, Chicken, Chopped, With Eggs And Onion",processed_foods,226.0,12.89,2.87,17.69,0.4,1.23,1047.0,4,6,6,1,2,2,"lunch, dinner",100g,9.664,5.88,0.06,Poultry mixed dishes,other,22.81,5.08,70.45,5.35,315.0,16
Topping From Meat Pizza,processed_foods,321.0,19.19,5.65,24.52,0.7,3.2,934.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.66,6.2,0.06,Pizza,energy_dense,23.91,7.04,68.75,10.65,68.0,12
"Sausage And Peppers, No Sauce",processed_foods,247.0,13.99,3.26,19.87,0.3,1.88,551.0,4,6,6,1,2,2,"lunch, dinner",100g,9.637,5.79,0.06,Meat mixed dishes,other,22.66,5.28,72.4,6.93,61.0,16
"Taquito, Egg",processed_foods,281.0,9.9,29.25,13.56,2.0,2.29,555.0,0,8,9,3,2,0,"breakfast, lunch, dinner",100g,9.569,4.23,0.04,Egg/breakfast sandwiches,other,14.09,41.64,43.43,3.68,129.0,17
"Chicken ""Wings"", Plain, From Other Sources",processed_foods,314.0,18.03,12.64,21.07,0.3,0.11,729.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.552,5.84,0.06,"Chicken, whole pieces",lean_proteins,22.97,16.1,60.39,4.92,98.0,12
"Hot Dog, Turkey",processed_foods,223.0,12.23,3.81,17.29,0.0,1.21,865.0,4,6,6,1,2,2,"lunch, dinner",100g,9.544,5.48,0.05,Frankfurters,other,21.94,6.83,69.78,4.03,77.0,16
"Quesadilla, With Vegetables",processed_foods,253.0,8.14,29.18,11.32,2.2,3.1,524.0,0,8,9,3,2,0,"breakfast, lunch, dinner",100g,9.527000000000001,4.09,0.03,Other Mexican mixed dishes,other,12.87,46.13,40.27,4.58,14.0,17
Pickled Sausage,processed_foods,314.0,18.06,2.13,25.99,0.0,1.45,1067.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.525,5.75,0.06,Sausages,other,23.01,2.71,74.49,9.08,79.0,12
Italian Sausage,processed_foods,317.0,18.2,2.15,26.2,0.0,1.46,766.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.522,5.74,0.06,Sausages,other,22.97,2.71,74.38,9.15,80.0,12
Pork Sausage,processed_foods,325.0,18.53,1.42,27.25,0.0,1.09,814.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.510000000000002,5.7,0.06,Sausages,other,22.81,1.75,75.46,8.83,86.0,12
"Sausage,",processed_foods,325.0,18.53,1.42,27.25,0.0,1.09,814.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.510000000000002,5.7,0.06,Sausages,other,22.81,1.75,75.46,8.83,86.0,12
Chorizo,processed_foods,341.0,19.3,2.63,28.1,0.0,0.0,983.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.498000000000001,5.66,0.06,Sausages,other,22.64,3.09,74.16,9.45,107.0,12
Chicken Salad Spread,processed_foods,200.0,11.64,7.41,13.52,0.0,0.0,653.0,4,6,7,1,2,0,"lunch, dinner, snack",100g,9.446000000000002,5.82,0.06,Cold cuts and cured meats,other,23.28,14.82,60.84,3.45,30.0,17
"Chicken Nuggets, From Fast Food",processed_foods,307.0,15.92,14.93,20.36,0.9,0.08,594.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.444,5.48,0.05,"Chicken patties, nuggets and tenders",lean_proteins,20.74,19.45,59.69,3.57,55.0,12
"Chicken Nuggets, From Restaurant",processed_foods,307.0,15.92,14.93,20.36,0.9,0.08,594.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.444,5.48,0.05,"Chicken patties, nuggets and tenders",lean_proteins,20.74,19.45,59.69,3.57,55.0,12
"Chicken Nuggets,",processed_foods,307.0,15.92,14.93,20.36,0.9,0.08,594.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.444,5.48,0.05,"Chicken patties, nuggets and tenders",lean_proteins,20.74,19.45,59.69,3.57,55.0,12
"Chili Hot Dog, No Bun",processed_foods,202.0,10.01,7.09,14.98,1.7,1.35,579.0,4,6,7,1,2,0,"lunch, dinner",100g,9.440000000000001,5.8,0.05,Meat mixed dishes,other,19.82,14.04,66.74,6.03,36.0,17
"Bologna, Reduced-Fat",processed_foods,204.0,11.8,5.2,14.8,0.0,0.0,821.0,4,6,7,1,2,0,"lunch, dinner",100g,9.434000000000001,5.78,0.06,Cold cuts and cured meats,other,23.14,10.2,65.29,5.46,44.0,17
"Bread, Cuban",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Yeast breads,quick_carbs,15.81,76.29,8.01,0.53,0.0,17
"Bread, French Or Vienna",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Yeast breads,quick_carbs,15.81,76.29,8.01,0.53,0.0,17
"Roll, Sour Dough",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Rolls and buns,other,15.81,76.29,8.01,0.53,0.0,17
"Roll, French Or Vienna",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Rolls and buns,other,15.81,76.29,8.01,0.53,0.0,17
"Roll, Diet",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Rolls and buns,other,15.81,76.29,8.01,0.53,0.0,17
"Bread, Sour Dough",processed_foods,272.0,10.75,51.88,2.42,2.2,4.62,602.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.428,4.76,0.04,Yeast breads,quick_carbs,15.81,76.29,8.01,0.53,0.0,17
"Bread, Cuban, Toasted",processed_foods,299.0,11.81,57.01,2.66,2.4,5.08,662.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.425,4.75,0.04,Yeast breads,quick_carbs,15.8,76.27,8.01,0.58,0.0,17
"Bread, French Or Vienna, Toasted",processed_foods,299.0,11.81,57.01,2.66,2.4,5.08,662.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.425,4.75,0.04,Yeast breads,quick_carbs,15.8,76.27,8.01,0.58,0.0,17
"Bread, Sour Dough, Toasted",processed_foods,299.0,11.81,57.01,2.66,2.4,5.08,662.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.425,4.75,0.04,Yeast breads,quick_carbs,15.8,76.27,8.01,0.58,0.0,17
Reuben Sandwich,processed_foods,282.0,10.01,16.42,19.43,2.2,3.48,688.0,2,8,8,1,2,0,"breakfast, lunch, dinner",100g,9.399000000000001,4.33,0.04,Deli and cured meat sandwiches,other,14.2,23.29,62.01,5.79,43.0,18
Mortadella,processed_foods,311.0,16.37,3.05,25.39,0.0,0.0,1246.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.378,5.26,0.05,Cold cuts and cured meats,other,21.05,3.92,73.48,9.51,56.0,12
"Bread, Italian, Grecian, Armenian, Toasted",processed_foods,285.0,10.43,52.87,3.0,2.3,5.15,679.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.341,4.47,0.04,Yeast breads,quick_carbs,14.64,74.2,9.47,0.6,0.0,17
"Bread, Vegetable, Toasted",processed_foods,284.0,10.62,52.72,3.58,2.0,3.9,584.0,3,6,8,2,2,0,"breakfast, lunch, dinner",100g,9.332,4.44,0.04,Yeast breads,quick_carbs,14.96,74.25,11.35,1.2,4.0,17
"Chicken Fillet Biscuit, From Fast Food",processed_foods,320.0,10.78,26.41,19.09,2.0,1.98,775.0,2,8,5,5,2,0,"lunch, dinner",100g,9.297,3.99,0.03,Chicken fillet sandwiches,lean_proteins,13.47,33.01,53.69,7.62,20.0,15
Black Bean Sauce,processed_foods,168.0,6.28,17.36,8.45,2.6,9.26,5843.0,3,5,9,1,2,0,"breakfast, pre_workout, snack",100g,9.287,5.29,0.04,"Dips, gravies, other sauces",other,14.95,41.33,45.27,1.26,0.0,17
Pork And Beef Sausage,processed_foods,333.0,15.92,2.4,27.98,0.0,1.04,840.0,2,7,3,3,5,2,"post_workout, lunch, dinner",100g,9.234000000000002,4.78,0.05,Sausages,other,19.12,2.88,75.62,10.06,74.0,12
"Pizza, With Meat, Gluten-Free Thick Crust",processed_foods,280.0,9.48,26.09,15.23,2.5,2.91,568.0,0,8,8,3,2,0,"breakfast, lunch, dinner",100g,9.184000000000001,4.28,0.03,Pizza,energy_dense,13.54,37.27,48.95,5.04,25.0,16
"Pork, Ham Hocks",processed_foods,268.0,14.64,1.09,22.79,0.0,1.09,1040.0,2,7,6,1,2,2,"lunch, dinner",100g,9.138,5.46,0.05,Pork,other,21.85,1.63,76.53,8.11,60.0,15
"Chicken Patty, Breaded",processed_foods,287.0,14.85,12.84,19.58,0.3,0.0,532.0,2,7,6,1,2,2,"lunch, dinner",100g,9.084,5.28,0.05,"Chicken patties, nuggets and tenders",lean_proteins,20.7,17.9,61.4,3.66,43.0,15
"Bacon, As To Type Of Meat, Reduced Sodium, Cooked",processed_foods,253.0,13.33,4.8,20.0,0.0,0.0,900.0,2,7,6,1,2,2,"lunch, dinner",100g,9.081,5.27,0.05,Bacon,other,21.08,7.59,71.15,6.67,100.0,15
"Turkey Bacon, Reduced Sodium, Cooked",processed_foods,253.0,13.33,4.8,20.0,0.0,0.0,900.0,2,7,6,1,2,2,"lunch, dinner",100g,9.081,5.27,0.05,Bacon,other,21.08,7.59,71.15,6.67,100.0,15
"Stewed Seasoned Ground Beef, Puerto Rican Style",processed_foods,278.0,13.75,3.83,22.81,0.9,1.75,868.0,2,7,6,1,2,2,"lunch, dinner",100g,9.081,5.27,0.05,Meat mixed dishes,other,19.78,5.51,73.85,6.2,49.0,15
"Pastry, Made With Bean Paste And Salted Egg Yolk Filling, Baked",processed_foods,339.0,8.59,56.98,8.61,2.2,30.54,545.0,1,8,6,5,2,0,"lunch, dinner",100g,9.054,3.18,0.03,"Doughnuts, sweet rolls, pastries",healthy_fats,10.14,67.23,22.86,2.33,226.0,15
"Stuffed Cabbage, With Meat, Puerto Rican Style",processed_foods,207.0,9.56,8.41,15.13,2.3,4.58,723.0,2,6,8,1,2,0,"lunch, dinner",100g,9.019,5.73,0.05,Meat mixed dishes,other,18.47,16.25,65.78,3.74,28.0,16
Lobster Salad,processed_foods,187.0,10.29,1.22,15.4,0.4,0.55,508.0,4,6,6,1,2,0,"lunch, dinner, snack",100g,9.016,5.72,0.06,Seafood mixed dishes,lean_proteins,22.01,2.61,74.12,2.45,85.0,16
"Pancakes, Plain, Reduced-Fat",processed_foods,264.0,7.57,36.1,9.74,2.2,7.2,519.0,1,6,9,3,2,0,breakfast,100g,9.010000000000002,3.7,0.03,"Pancakes, waffles, French toast",quick_carbs,11.47,54.7,33.2,2.73,68.0,16
"Luncheon Meat, Loaf Type",processed_foods,225.0,11.23,8.46,15.95,1.5,8.46,1040.0,4,6,6,1,2,0,"lunch, dinner",100g,8.998000000000001,5.66,0.05,Cold cuts and cured meats,other,19.96,15.04,63.8,5.29,58.0,16
Shrimp Salad,processed_foods,196.0,10.68,1.27,16.2,0.4,0.57,703.0,4,6,6,1,2,0,"lunch, dinner, snack",100g,8.995000000000001,5.65,0.05,Seafood mixed dishes,lean_proteins,21.8,2.59,74.39,2.52,136.0,16
Seafood Salad,processed_foods,190.0,10.12,1.25,15.82,0.4,0.56,585.0,4,6,6,1,2,0,"lunch, dinner, snack",100g,8.962000000000002,5.54,0.05,Seafood mixed dishes,lean_proteins,21.31,2.63,74.94,2.5,93.0,16
"Spam, Reduced Sodium",processed_foods,293.0,12.5,3.4,25.1,0.0,0.0,1036.0,2,7,6,1,2,2,"lunch, dinner",100g,8.780999999999999,4.27,0.04,Cold cuts and cured meats,other,17.06,4.64,77.1,8.87,76.0,15
"Bread, Native, Water, Toasted, Puerto Rican Style",processed_foods,306.0,11.41,57.32,3.58,2.0,1.96,598.0,3,6,5,4,2,0,"lunch, dinner",100g,8.714,4.38,0.04,Yeast breads,quick_carbs,14.92,74.93,10.53,0.78,0.0,14
"Vienna Sausage, Canned",processed_foods,230.0,10.5,2.6,19.4,0.0,0.0,879.0,4,6,6,1,2,0,"lunch, dinner",100g,8.671000000000001,4.57,0.05,Sausages,other,18.26,4.52,75.91,7.12,87.0,16
"Bread, Italian, Grecian, Armenian",processed_foods,259.0,9.49,48.11,2.73,2.1,4.69,618.0,1,6,8,2,2,0,"breakfast, lunch, dinner",100g,8.541,4.47,0.04,Yeast breads,quick_carbs,14.66,74.3,9.49,0.54,0.0,15
"Pancakes,",processed_foods,282.0,7.41,35.32,12.07,2.1,7.05,508.0,0,6,9,3,2,0,breakfast,100g,8.511,3.37,0.03,"Pancakes, waffles, French toast",quick_carbs,10.51,50.1,38.52,3.01,66.0,15
"Pancakes, Plain",processed_foods,282.0,7.41,35.32,12.07,2.1,7.05,508.0,0,6,9,3,2,0,breakfast,100g,8.511,3.37,0.03,"Pancakes, waffles, French toast",quick_carbs,10.51,50.1,38.52,3.01,66.0,15
"Stewed Tripe, With Potatoes, Puerto Rican Style",processed_foods,109.0,8.56,9.49,4.05,1.6,2.03,561.0,4,2,6,0,0,3,"lunch, dinner, snack",100g,8.496,9.32,0.08,Meat mixed dishes,other,31.41,34.83,33.44,0.97,53.0,12
"Olives, Stuffed",processed_foods,141.0,1.15,4.96,12.9,4.0,0.0,1620.0,5,2,7,1,0,5,flexible,100g,8.495000000000001,3.65,0.01,"Olives, pickles, pickled vegetables",healthy_fats,3.26,14.07,82.34,2.3,0.0,14
"Bacon Strip, Meatless",processed_foods,309.0,11.69,5.31,29.52,2.6,0.0,1465.0,2,7,5,3,2,0,"lunch, dinner",100g,8.486,4.62,0.04,Soy and meat-alternative products,other,15.13,6.87,85.98,4.62,0.0,14
Frito Pie,processed_foods,328.0,9.96,26.32,20.98,2.9,0.86,572.0,0,8,5,5,2,0,"lunch, dinner",100g,8.476,3.92,0.03,Other Mexican mixed dishes,other,12.15,32.1,57.57,5.53,24.0,13
Cornbread Stuffing,processed_foods,179.0,2.9,21.9,8.8,2.9,0.0,526.0,3,5,7,3,2,0,"breakfast, pre_workout",100g,8.472,3.24,0.02,Turnovers and other grain-based items,other,6.48,48.94,44.25,1.76,0.0,15
"Roll, White, Hard",processed_foods,293.0,9.9,52.7,4.3,2.3,1.77,544.0,1,6,8,2,2,0,"breakfast, lunch, dinner",100g,8.448,4.16,0.03,Rolls and buns,other,13.52,71.95,13.21,0.61,0.0,15
"Roll, Hard, As To Major Flour",processed_foods,293.0,9.9,52.7,4.3,2.3,1.77,544.0,1,6,8,2,2,0,"breakfast, lunch, dinner",100g,8.448,4.16,0.03,Rolls and buns,other,13.52,71.95,13.21,0.61,0.0,15
"Bread, Pita",processed_foods,275.0,9.1,55.7,1.2,2.2,1.3,536.0,1,6,8,2,2,0,"breakfast, lunch, dinner",100g,8.433,4.11,0.03,Yeast breads,quick_carbs,13.24,81.02,3.93,0.17,0.0,15
Hush Puppy,processed_foods,296.0,6.16,40.21,13.25,2.9,3.8,813.0,0,6,9,3,2,0,breakfast,100g,8.418,3.06,0.02,"Biscuits, muffins, quick breads",quick_carbs,8.32,54.34,40.29,2.62,0.0,15
Layer Dip,processed_foods,146.0,5.41,6.67,11.33,2.1,1.71,538.0,3,2,9,1,0,3,snack,100g,8.342,5.14,0.04,"Dips, gravies, other sauces",other,14.82,18.27,69.84,5.1,23.0,14
