Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Codfish With Starchy Vegetables, Puerto Rican Style",lean_proteins,135.0,3.53,18.46,5.43,2.7,2.93,54.0,5,4,8,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner",100-150g,11.483,4.61,0.03,Seafood mixed dishes,lean_proteins,10.46,54.7,36.2,0.85,6.0,17
"Fish And Vegetables Excluding Carrots, Broccoli, And Dark- Green Leafy; No Potatoes, Tomato-Based Sauce",lean_proteins,112.0,6.33,6.3,7.26,1.5,2.36,303.0,4,3,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,11.396999999999998,6.99,0.06,Seafood mixed dishes,lean_proteins,22.61,22.5,58.34,0.99,12.0,15
Tuna Salad With Cheese,lean_proteins,214.0,11.33,2.85,17.58,0.4,1.91,440.0,4,6,6,1,6,4,"post_workout, lunch, dinner",100-150g,11.344000000000001,5.48,0.05,Seafood mixed dishes,lean_proteins,21.18,5.33,73.93,4.11,34.0,16
"Tuna Salad, Made With Mayonnaise",lean_proteins,194.0,10.07,2.89,15.84,0.4,2.07,418.0,4,6,6,1,6,4,"post_workout, lunch, dinner, snack",100-150g,11.32,5.4,0.05,Seafood mixed dishes,lean_proteins,20.76,5.96,73.48,2.52,27.0,16
"Tuna Salad, Made With Creamy Dressing",lean_proteins,148.0,9.98,4.02,10.29,0.4,2.95,460.0,3,4,7,1,4,7,"post_workout, lunch, dinner, snack",100-150g,11.303,7.01,0.07,Seafood mixed dishes,lean_proteins,26.97,10.86,62.57,1.65,24.0,14
"Shellfish Mixture And Vegetables Including Carrots, Broccoli, And/Or Dark-Green Leafy; No Potatoes, Mushroom Sauce",lean_proteins,111.0,6.25,5.92,6.92,1.1,1.57,317.0,4,3,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,11.286,6.62,0.06,Seafood mixed dishes,lean_proteins,22.52,21.33,56.11,1.2,28.0,15
Salmon Salad,lean_proteins,213.0,10.82,2.73,17.36,0.4,1.98,507.0,4,6,6,1,6,4,"post_workout, lunch, dinner",100-150g,11.280999999999999,5.27,0.05,Seafood mixed dishes,lean_proteins,20.32,5.13,73.35,2.76,38.0,16
Tuna Salad Sandwich On White,lean_proteins,218.0,9.86,18.33,11.76,1.0,3.16,429.0,2,7,7,1,6,4,"breakfast, post_workout, lunch, dinner",100-150g,11.193999999999999,4.98,0.05,Seafood sandwiches,lean_proteins,18.09,33.63,48.55,1.95,18.0,16
"Shellfish Mixture And Vegetables Excluding Carrots, Broccoli, And Dark-Green Leafy; No Potatoes, Mushroom Sauce",lean_proteins,117.0,6.3,7.63,6.93,1.0,1.49,308.0,4,3,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,11.172,6.24,0.05,Seafood mixed dishes,lean_proteins,21.54,26.09,53.31,1.2,28.0,15
"Fish Shish Kabob With Vegetables, Excluding Potatoes",lean_proteins,68.0,9.41,5.06,1.05,0.8,2.37,250.0,5,3,4,0,4,7,"post_workout, lunch, dinner, snack",100-150g,11.100000000000001,10.0,0.14,Seafood mixed dishes,lean_proteins,55.35,29.76,13.9,0.16,26.0,12
Fish And Rice With Tomato-Based Sauce,lean_proteins,135.0,5.41,16.53,5.12,0.7,1.15,310.0,4,4,8,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,11.059000000000001,4.53,0.04,Seafood mixed dishes,lean_proteins,16.03,48.98,34.13,0.71,9.0,16
Fish And Rice With Mushroom Sauce,lean_proteins,135.0,5.34,16.11,5.16,0.4,0.61,307.0,4,4,8,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,10.975000000000001,4.25,0.04,Seafood mixed dishes,lean_proteins,15.82,47.73,34.4,0.88,9.0,16
Fish And Noodles With Mushroom Sauce,lean_proteins,131.0,6.3,14.79,5.11,0.8,0.79,312.0,4,3,8,0,4,7,"pre_workout, post_workout, lunch, dinner, snack",100-150g,10.925999999999998,5.42,0.05,Seafood mixed dishes,lean_proteins,19.24,45.16,35.11,0.93,23.0,15
"Quiche With Meat, Poultry Or Fish",lean_proteins,387.0,15.5,12.12,30.63,0.7,1.91,570.0,2,7,3,3,7,6,"post_workout, lunch, dinner",100-150g,10.857,4.19,0.04,Turnovers and other grain-based items,other,16.02,12.53,71.23,14.68,153.0,12
"Macaroni Or Noodles, Creamed, With Cheese And Tuna",lean_proteins,143.0,7.85,17.35,4.52,1.0,0.54,252.0,5,2,7,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,10.757000000000001,6.19,0.05,Macaroni and cheese,dairy_proteins,21.96,48.53,28.45,2.31,19.0,14
"Crackers, Cheese (Goldfish)",lean_proteins,489.0,10.93,59.42,22.74,2.3,4.53,973.0,2,8,5,5,4,4,"post_workout, lunch, dinner",100-150g,10.713,2.71,0.02,"Crackers, excludes saltines",quick_carbs,8.94,48.61,41.85,5.29,3.0,15
"Sushi Roll, Salmon",lean_proteins,103.0,6.88,15.3,1.28,0.7,0.92,350.0,4,2,7,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,10.708,7.36,0.07,"Egg rolls, dumplings, sushi",other,26.72,59.42,11.18,0.23,12.0,13
Gefilte Fish,lean_proteins,82.0,10.39,8.74,0.41,0.4,0.5,453.0,6,2,3,0,4,7,"post_workout, lunch, dinner, snack",100-150g,10.7,10.0,0.13,Seafood mixed dishes,lean_proteins,50.68,42.63,4.5,0.07,28.0,11
"Egg White Omelet, Scrambled, Or Fried, Made With Margarine",lean_proteins,86.0,9.98,2.25,4.24,0.0,0.66,308.0,4,3,4,0,4,7,"post_workout, lunch, dinner, snack",100-150g,10.7,10.0,0.12,Eggs and omelets,other,46.42,10.47,44.37,0.84,0.0,11
Tuna And Rice With Mushroom Sauce,lean_proteins,128.0,4.57,15.39,5.17,0.4,0.59,298.0,5,4,6,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner",100-150g,10.463999999999999,3.88,0.04,Seafood mixed dishes,lean_proteins,14.28,48.09,36.35,0.88,6.0,15
Lomi Salmon,lean_proteins,60.0,7.55,3.31,1.86,1.0,1.82,145.0,5,1,4,0,4,7,"post_workout, lunch, dinner, snack",100-150g,10.3,10.0,0.13,Seafood mixed dishes,lean_proteins,50.33,22.07,27.9,0.32,19.0,10
"Stew, Fish",lean_proteins,46.0,7.63,2.75,0.42,0.5,0.63,273.0,5,1,4,0,4,7,"post_workout, lunch, dinner, snack",100-150g,10.3,10.0,0.17,Seafood mixed dishes,lean_proteins,66.35,23.91,8.22,0.1,45.0,10
Ramen Bowl With Fish,lean_proteins,112.0,5.78,15.4,2.87,1.0,0.44,359.0,4,2,6,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,9.915,6.05,0.05,Ramen and Asian broth-based soups,other,20.64,55.0,23.06,0.42,10.0,12
"Tuna Salad, Made With Light Creamy Dressing",lean_proteins,78.0,9.82,7.38,1.16,0.4,3.14,488.0,4,2,3,0,4,7,"post_workout, lunch, dinner, snack",100-150g,9.899999999999999,10.0,0.13,Seafood mixed dishes,lean_proteins,50.36,37.85,13.38,0.24,18.0,9
"Tuna Salad, Made With Light Italian Dressing",lean_proteins,76.0,9.78,4.91,2.0,0.4,3.93,478.0,4,2,3,0,4,7,"post_workout, lunch, dinner, snack",100-150g,9.899999999999999,10.0,0.13,Seafood mixed dishes,lean_proteins,51.47,25.84,23.68,0.31,18.0,9
"Tuna Salad, Made With Any Type Of Fat-Free Dressing",lean_proteins,72.0,9.6,6.25,1.15,0.8,4.26,460.0,4,2,3,0,4,7,"post_workout, lunch, dinner, snack",100-150g,9.899999999999999,10.0,0.13,Seafood mixed dishes,lean_proteins,53.33,34.72,14.37,0.26,20.0,9
"Macaroni With Tuna, Puerto Rican Style",lean_proteins,147.0,7.71,18.13,4.74,0.9,2.14,359.0,4,2,6,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,9.858,5.86,0.05,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,20.98,49.33,29.02,1.2,10.0,12
Sushi Roll Tuna,lean_proteins,97.0,7.4,15.3,0.26,0.7,0.92,342.0,4,2,4,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,9.805,8.35,0.08,"Egg rolls, dumplings, sushi",other,30.52,63.09,2.41,0.07,10.0,10
Fish And Rice With Cream Sauce,lean_proteins,133.0,5.54,15.76,4.98,0.2,1.32,305.0,4,2,7,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner, snack",100-150g,9.796,4.32,0.04,Seafood mixed dishes,lean_proteins,16.66,47.4,33.7,1.62,14.0,13
"Soup, Fish Or Shrimp",lean_proteins,30.0,2.58,4.04,0.47,0.8,1.1,253.0,5,1,2,0,4,7,"post_workout, lunch, dinner",100-150g,9.5,10.0,0.09,"Soups, broth-based",other,34.4,53.87,14.1,0.07,7.0,8
"Tofu And Vegetables Including Carrots, Broccoli, And/Or Dark-Green Leafy; No Potatoes, With Soy-Based Sauce",lean_proteins,92.0,4.11,4.68,6.71,1.2,1.64,216.0,5,3,3,0,4,7,"post_workout, lunch, dinner",100-150g,9.431000000000001,5.77,0.04,Stir-fry and soy-based sauce mixtures,other,17.87,20.35,65.64,0.92,0.0,11
"Fish, Tofu, And Vegetables, Tempura",lean_proteins,177.0,4.01,4.53,16.0,1.1,1.56,22.0,3,5,5,1,6,4,"post_workout, lunch, dinner",100-150g,9.367,2.89,0.02,Seafood mixed dishes,lean_proteins,9.06,10.24,81.36,2.39,57.0,13
"Tofu And Vegetables Excluding Carrots, Broccoli, And Dark-Green Leafy; No Potatoes, With Soy-Based Sauce",lean_proteins,93.0,4.21,4.4,6.94,0.9,1.7,210.0,5,3,3,0,4,7,"post_workout, lunch, dinner",100-150g,9.347000000000001,5.49,0.05,Stir-fry and soy-based sauce mixtures,other,18.11,18.92,67.16,0.96,0.0,11
"Codfish Salad, Puerto Rican Style, Serenata",lean_proteins,183.0,6.61,2.81,15.94,0.7,1.51,415.0,2,4,6,1,6,4,"post_workout, lunch, dinner, snack",100-150g,9.297,3.99,0.04,Seafood mixed dishes,lean_proteins,14.45,6.14,78.39,2.48,15.0,12
"Fish In Lemon-Butter Sauce With Starch Item, Vegetable, Frozen Meal",lean_proteins,101.0,5.46,10.98,3.78,1.1,1.07,452.0,4,0,6,0,4,7,"pre_workout, post_workout, lunch, dinner, snack",100-150g,9.25,6.5,0.05,Seafood mixed dishes,lean_proteins,21.62,43.49,33.68,1.36,15.0,10
Fish Curry With Rice,lean_proteins,107.0,4.03,15.19,3.36,1.0,1.56,309.0,4,2,5,0,4,7,"breakfast, pre_workout, post_workout, lunch, dinner",100-150g,9.11,4.7,0.04,Seafood mixed dishes,lean_proteins,15.07,56.79,28.26,0.81,14.0,11
Fish Sauce,lean_proteins,35.0,5.06,3.64,0.01,0.0,3.64,7851.0,4,0,3,0,4,7,"post_workout, lunch, dinner, snack",100-150g,9.100000000000001,10.0,0.14,Soy-based condiments,other,57.83,41.6,0.26,0.0,0.0,7
Fish Curry,lean_proteins,93.0,4.94,6.65,5.42,1.4,2.56,351.0,4,3,2,0,4,7,"post_workout, lunch, dinner",100-150g,8.946,6.82,0.05,Seafood mixed dishes,lean_proteins,21.25,28.6,52.45,1.29,23.0,9
"Soup, Miso Or Tofu",lean_proteins,24.0,2.21,2.3,0.85,0.6,0.77,467.0,4,0,1,0,4,7,"post_workout, lunch, dinner",100-150g,8.3,10.0,0.09,Ramen and Asian broth-based soups,other,36.83,38.33,31.87,0.15,1.0,5
Cape Cod,lean_proteins,98.0,0.0,10.18,0.08,0.0,8.94,2.0,5,1,1,0,4,7,"pre_workout, post_workout, lunch, dinner",100-150g,6.1,0.0,0.0,Liquor and cocktails,other,0.0,41.55,0.73,0.01,0.0,7
