Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Liver, Chicken",complete_proteins,189.0,20.02,6.48,8.69,0.2,0.02,453.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.11,Liver and organ meats,other,42.37,13.71,41.38,2.56,392.0,18
"Turkey, Canned",complete_proteins,185.0,25.3,0.9,8.1,0.0,0.0,482.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.14,"Turkey, duck, other poultry",lean_proteins,54.7,1.95,39.41,2.25,50.0,18
"Beef,",complete_proteins,231.0,27.13,0.0,13.04,0.0,0.0,372.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.12,"Beef, excludes ground",other,46.98,0.0,50.81,5.22,85.0,18
"Chicken, As To Part, Grilled Without Sauce, Skin Eaten",complete_proteins,217.0,24.19,0.0,12.57,0.0,0.0,372.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,"Chicken, whole pieces",lean_proteins,44.59,0.0,52.13,3.12,112.0,18
"Chicken Leg, Drumstick And Thigh, As To Cooking Method, Skin Eaten",complete_proteins,218.0,23.77,0.12,13.63,0.0,0.12,358.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,"Chicken, whole pieces",lean_proteins,43.61,0.22,56.27,3.5,136.0,18
"Beef, Steak, T-Bone, Lean Only Eaten",complete_proteins,230.0,27.12,0.0,12.69,0.0,0.0,373.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.12,"Beef, excludes ground",other,47.17,0.0,49.66,5.02,82.0,18
"Beef, Brisket",complete_proteins,231.0,29.41,0.0,12.04,0.0,0.0,377.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.13,"Beef, excludes ground",other,50.93,0.0,46.91,4.62,94.0,18
"Chicken Leg, Drumstick And Thigh, Rotisserie, Skin Eaten",complete_proteins,218.0,23.77,0.12,13.63,0.0,0.12,358.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,"Chicken, whole pieces",lean_proteins,43.61,0.22,56.27,3.5,136.0,18
"Chicken Leg, Drumstick And Thigh, Baked, Coated, Skin / Coating Not Eaten",complete_proteins,183.0,23.87,0.0,8.96,0.0,0.0,419.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,52.17,0.0,44.07,2.2,128.0,18
"Chicken Leg, Drumstick And Thigh, Grilled Without Sauce, Skin Not Eaten",complete_proteins,183.0,23.87,0.0,8.96,0.0,0.0,419.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,52.17,0.0,44.07,2.2,128.0,18
Chicken Or Turkey With Cheese Sauce,complete_proteins,173.0,21.77,1.64,8.9,0.0,0.06,527.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,Poultry mixed dishes,other,50.34,3.79,46.3,3.5,90.0,18
"Beef, Steak, Strip, Lean Only Eaten",complete_proteins,216.0,28.05,0.0,11.32,0.0,0.0,361.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.13,"Beef, excludes ground",other,51.94,0.0,47.17,4.35,82.0,18
"Chicken Drumstick, As To Cooking Method, Skin Eaten",complete_proteins,206.0,25.65,0.12,11.46,0.0,0.12,392.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.12,"Chicken, whole pieces",lean_proteins,49.81,0.23,50.07,2.86,149.0,18
"Chicken Drumstick, Baked Or Broiled, Skin Eaten, From Pre-Cooked",complete_proteins,206.0,25.65,0.12,11.46,0.0,0.12,392.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.12,"Chicken, whole pieces",lean_proteins,49.81,0.23,50.07,2.86,149.0,18
"Beef, Steak, Strip, As To Fat Eaten",complete_proteins,239.0,27.14,0.0,13.98,0.0,0.0,361.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,"Beef, excludes ground",other,45.42,0.0,52.64,5.45,85.0,18
Chicken Or Turkey Cordon Bleu,complete_proteins,210.0,22.64,9.29,9.17,0.6,0.63,589.0,5,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,Poultry mixed dishes,other,43.12,17.7,39.3,3.33,85.0,18
"Ham, Canned",complete_proteins,167.0,20.94,0.49,8.43,0.0,0.0,1068.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,Cold cuts and cured meats,other,50.16,1.17,45.43,2.81,41.0,18
"Salami, Made From Any Type Of Meat, Reduced-Fat",complete_proteins,172.0,19.2,1.55,9.21,0.1,1.12,1107.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.11,Cold cuts and cured meats,other,44.65,3.6,48.19,2.78,76.0,18
"Pork, Ears",complete_proteins,236.0,26.15,0.0,13.78,0.0,0.0,364.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,Pork,other,44.32,0.0,52.55,4.85,87.0,18
"Steak, As To Type Of Meat, As To Fat Eaten",complete_proteins,230.0,26.95,0.0,12.99,0.0,0.0,367.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.12,"Beef, excludes ground",other,46.87,0.0,50.83,5.31,83.0,18
"Turkey Light Or Dark Meat, Stewed, Skin Eaten",complete_proteins,204.0,30.25,0.14,8.52,0.0,0.07,576.0,5,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.15,"Turkey, duck, other poultry",lean_proteins,59.31,0.27,37.59,1.96,98.0,18
"Beef, Steak, Sirloin, As To Fat Eaten",complete_proteins,239.0,27.14,0.0,13.98,0.0,0.0,361.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,"Beef, excludes ground",other,45.42,0.0,52.64,5.45,85.0,18
"Turkey, Wing, Cooked, Skin Eaten",complete_proteins,202.0,26.87,0.0,9.97,0.0,0.0,442.0,5,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,53.21,0.0,44.42,2.74,79.0,18
"Pork, Bones",complete_proteins,236.0,26.15,0.0,13.78,0.0,0.0,364.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.11,Pork,other,44.32,0.0,52.55,4.85,87.0,18
"Beef, Steak, Sirloin, Lean Only Eaten",complete_proteins,216.0,28.05,0.0,11.32,0.0,0.0,361.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.13,"Beef, excludes ground",other,51.94,0.0,47.17,4.35,82.0,18
"Chicken Drumstick, Baked, Broiled, Or Roasted, Skin Eaten, From Raw",complete_proteins,190.0,23.21,0.0,10.09,0.0,0.0,353.0,4,7,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.12,"Chicken, whole pieces",lean_proteins,48.86,0.0,47.79,2.72,129.0,18
"Chicken, Canned, Meat Only",complete_proteins,185.0,25.3,0.9,8.1,0.0,0.0,482.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.14,"Chicken, whole pieces",lean_proteins,54.7,1.95,39.41,2.25,50.0,18
"Chicken, Ground",complete_proteins,201.0,27.14,0.0,10.31,0.0,0.0,400.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.14,"Chicken, whole pieces",lean_proteins,54.01,0.0,46.16,2.65,92.0,18
Meat With Tomato-Based Sauce,complete_proteins,149.0,21.72,1.58,6.36,0.4,1.06,355.0,6,5,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.15,Meat mixed dishes,other,58.31,4.24,38.42,2.39,63.0,18
Beef Burgundy,complete_proteins,148.0,18.48,4.19,6.0,0.8,1.45,369.0,6,5,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.12,Meat mixed dishes,other,49.95,11.32,36.49,1.77,52.0,18
"Meat,",complete_proteins,215.0,27.13,0.0,11.29,0.0,0.0,363.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.13,"Beef, excludes ground",other,50.47,0.0,47.26,4.34,82.0,18
"Chicken Thigh, Baked Or Broiled, Skin Not Eaten, From Fast Food / Restaurant",complete_proteins,192.0,24.02,0.0,9.89,0.0,0.0,486.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,50.04,0.0,46.36,2.51,129.0,18
"Chicken Thigh, Baked, Coated, Skin / Coating Not Eaten",complete_proteins,192.0,24.07,0.0,9.91,0.0,0.0,410.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,50.15,0.0,46.45,2.51,129.0,18
Opossum,complete_proteins,219.0,29.96,0.0,10.12,0.0,0.0,365.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.14,"Lamb, goat, game",other,54.72,0.0,41.59,1.2,128.0,18
Beef As Ingredient In Recipes,complete_proteins,261.0,26.44,0.0,16.52,0.0,0.0,71.0,3,8,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.1,Not included in a food category,other,40.52,0.0,56.97,6.4,89.0,18
"Chicken Thigh, Grilled With Sauce, Skin Not Eaten",complete_proteins,191.0,19.8,7.28,8.56,0.2,5.94,575.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.1,"Chicken, whole pieces",lean_proteins,41.47,15.25,40.34,2.11,106.0,18
"Pork, Steak, As To Fat Eaten",complete_proteins,247.0,25.93,0.0,15.08,0.0,0.0,317.0,4,7,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.599999999999998,10.0,0.1,Pork,other,41.99,0.0,54.95,5.66,98.0,18
"Shrimp, Baked Or Broiled",complete_proteins,129.0,16.92,1.14,5.79,0.0,0.01,363.0,6,5,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,Shellfish,lean_proteins,52.47,3.53,40.4,1.51,160.0,18
"Chicken Thigh, Grilled Without Sauce, Skin Not Eaten",complete_proteins,192.0,24.07,0.0,9.91,0.0,0.0,410.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,50.15,0.0,46.45,2.51,129.0,18
"Turkey, Thigh, Cooked, Skin Eaten",complete_proteins,182.0,24.36,0.27,9.26,0.0,0.0,457.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,53.54,0.59,45.79,2.83,112.0,18
"Chicken Thigh, Fried, Coated, Skin / Coating Not Eaten, From Pre-Cooked",complete_proteins,192.0,24.07,0.0,9.91,0.0,0.0,410.0,5,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.599999999999998,10.0,0.13,"Chicken, whole pieces",lean_proteins,50.15,0.0,46.45,2.51,129.0,18
"Chicken Drumstick, Sauteed, Skin Not Eaten",complete_proteins,169.0,23.57,0.0,7.53,0.0,0.0,432.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Chicken, whole pieces",lean_proteins,55.79,0.0,40.1,1.73,126.0,18
"Chicken Drumstick, Grilled Without Sauce, Skin Not Eaten",complete_proteins,169.0,23.57,0.0,7.53,0.0,0.0,432.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Chicken, whole pieces",lean_proteins,55.79,0.0,40.1,1.73,126.0,18
"Chicken Drumstick, Grilled With Sauce, Skin Not Eaten",complete_proteins,172.0,19.39,7.28,6.62,0.2,5.94,592.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.11,"Chicken, whole pieces",lean_proteins,45.09,16.93,34.64,1.47,103.0,18
"Chicken Drumstick, Fried, Coated, Skin / Coating Not Eaten, From Pre-Cooked",complete_proteins,169.0,23.57,0.0,7.53,0.0,0.0,432.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Chicken, whole pieces",lean_proteins,55.79,0.0,40.1,1.73,126.0,18
Ostrich,complete_proteins,174.0,25.93,0.0,7.01,0.0,0.0,402.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.15,"Turkey, duck, other poultry",lean_proteins,59.61,0.0,36.26,1.78,82.0,18
Shrimp With Lobster Sauce,complete_proteins,151.0,16.78,2.16,7.85,0.0,0.8,1031.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.11,Seafood mixed dishes,lean_proteins,44.45,5.72,46.79,1.75,192.0,18
"Chicken Drumstick, Baked, Coated, Skin / Coating Not Eaten",complete_proteins,169.0,23.57,0.0,7.53,0.0,0.0,432.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Chicken, whole pieces",lean_proteins,55.79,0.0,40.1,1.73,126.0,18
"Chicken Drumstick, Baked Or Broiled, Skin Not Eaten, From Fast Food / Restaurant",complete_proteins,168.0,23.52,0.0,7.51,0.0,0.0,507.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Chicken, whole pieces",lean_proteins,56.0,0.0,40.23,1.72,126.0,18
"Chicken Leg, Drumstick And Thigh, Grilled With Sauce, Skin Not Eaten",complete_proteins,183.0,19.63,7.28,7.79,0.2,5.94,582.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.11,"Chicken, whole pieces",lean_proteins,42.91,15.91,38.31,1.85,105.0,18
"Chicken, As To Part, Grilled With Sauce, As To Skin Eaten",complete_proteins,180.0,21.98,7.31,6.36,0.2,5.96,527.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.12,"Chicken, whole pieces",lean_proteins,48.84,16.24,31.8,1.37,92.0,18
"Chicken Fillet, Grilled",complete_proteins,151.0,22.31,2.36,5.81,0.0,0.0,450.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.15,"Chicken patties, nuggets and tenders",lean_proteins,59.1,6.25,34.63,0.89,68.0,18
"Pork, Chop, Coated, Lean Only Eaten",complete_proteins,208.0,25.99,7.16,7.74,0.4,0.62,413.0,5,6,7,3,9,5,"post_workout, lunch, dinner",100-150g,15.299999999999999,10.0,0.12,Pork,other,49.98,13.77,33.49,2.17,62.0,18
Meat Loaf Made With Chicken Or Turkey,complete_proteins,172.0,18.77,8.08,7.27,0.6,2.12,446.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.11,Poultry mixed dishes,other,43.65,18.79,38.04,1.91,84.0,18
"Turkey, Neck",complete_proteins,161.0,22.29,0.0,7.3,0.0,0.0,566.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.14,"Turkey, duck, other poultry",lean_proteins,55.38,0.0,40.81,2.2,127.0,18
Chicken Or Turkey With Cream Sauce,complete_proteins,157.0,19.82,2.75,7.48,0.0,1.38,510.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.13,Poultry mixed dishes,other,50.5,7.01,42.88,2.5,85.0,18
Abalone,complete_proteins,177.0,21.24,7.46,6.12,0.0,0.0,574.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.12,Shellfish,lean_proteins,48.0,16.86,31.12,0.88,106.0,18
Meat Loaf Made With Ham,complete_proteins,179.0,20.65,6.16,7.52,0.3,1.67,879.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.12,Meat mixed dishes,other,46.15,13.77,37.81,2.26,94.0,18
"Chicken, As To Part, Grilled With Sauce, Skin Not Eaten",complete_proteins,180.0,21.98,7.31,6.36,0.2,5.96,527.0,5,6,7,3,9,5,"post_workout, lunch, dinner, snack",100-150g,15.299999999999999,10.0,0.12,"Chicken, whole pieces",lean_proteins,48.84,16.24,31.8,1.37,92.0,18
Flounder With Crab Stuffing,complete_proteins,136.0,15.07,5.73,5.52,0.3,0.85,427.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.11,Seafood mixed dishes,lean_proteins,44.32,16.85,36.53,1.21,73.0,17
"Chicken Drumstick, Baked Or Broiled, Skin Eaten, From Fast Food / Restaurant",complete_proteins,203.0,22.66,0.0,11.83,0.0,0.0,503.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,"Chicken, whole pieces",lean_proteins,44.65,0.0,52.45,2.92,126.0,17
"Liver, Beef Or Calves, And Onions",complete_proteins,129.0,16.68,6.97,3.6,0.5,1.78,276.0,7,3,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.13,Meat mixed dishes,other,51.72,21.61,25.12,1.68,232.0,17
Hog Maws,complete_proteins,250.0,26.53,0.0,15.97,0.0,0.0,541.0,4,7,6,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,Liver and organ meats,other,42.45,0.0,57.49,6.34,351.0,17
"Pastrami,",complete_proteins,147.0,21.8,0.36,5.82,0.0,0.1,1078.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.15,Cold cuts and cured meats,other,59.32,0.98,35.63,2.68,68.0,17
"Meat Loaf Made With Chicken Or Turkey, With Tomato-Based Sauce",complete_proteins,145.0,15.46,7.29,6.2,0.8,2.41,449.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.11,Poultry mixed dishes,other,42.65,20.11,38.48,1.7,67.0,17
"Turkey, Dark Meat, Roasted, Skin Eaten",complete_proteins,202.0,26.46,0.05,10.16,0.0,0.0,461.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,52.4,0.1,45.27,2.98,125.0,17
Bear,complete_proteins,257.0,32.16,0.0,13.28,0.0,0.0,378.0,2,8,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.13,"Lamb, goat, game",other,50.05,0.0,46.51,3.51,97.0,17
"Chicken Drumstick, Sauteed, Skin Eaten",complete_proteins,204.0,22.7,0.0,11.85,0.0,0.0,427.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,"Chicken, whole pieces",lean_proteins,44.51,0.0,52.28,2.93,126.0,17
"Pork, Chop, Coated, Lean And Fat Eaten",complete_proteins,229.0,25.06,7.16,10.58,0.4,0.62,409.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,Pork,other,43.77,12.51,41.58,3.18,63.0,17
Turkey Or Chicken Sausage,complete_proteins,193.0,19.65,1.09,12.24,0.0,0.0,705.0,4,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.1,Sausages,other,40.73,2.26,57.08,2.98,92.0,17
"Turkey, Ground",complete_proteins,211.0,26.87,0.0,11.5,0.0,0.0,412.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,50.94,0.0,49.05,2.94,103.0,17
"Beef, Dried, Chipped, Cooked In Fat",complete_proteins,225.0,28.12,2.5,11.32,0.0,2.44,2523.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.12,Cold cuts and cured meats,other,49.99,4.44,45.28,4.61,81.0,17
"Stuffed Chicken, Drumstick Or Breast, Puerto Rican Style",complete_proteins,236.0,28.4,6.51,10.54,0.3,0.36,901.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.12,Poultry mixed dishes,other,48.14,11.03,40.19,3.48,167.0,17
Chicken Or Turkey With Mushroom Sauce,complete_proteins,136.0,19.29,1.84,5.7,0.1,0.57,521.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.14,Poultry mixed dishes,other,56.74,5.41,37.72,1.42,79.0,17
"Chicken Or Turkey Fricassee, No Sauce, No Potatoes, Puerto Rican Style",complete_proteins,200.0,25.15,0.0,11.01,0.0,0.0,742.0,4,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.13,Poultry mixed dishes,other,50.3,0.0,49.54,2.26,106.0,17
Chicken With Gravy,complete_proteins,129.0,18.88,1.58,5.21,0.0,0.09,526.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.15,Poultry mixed dishes,other,58.54,4.9,36.35,1.29,80.0,17
Chicken Or Turkey With Dumplings,complete_proteins,144.0,15.69,8.04,5.55,0.3,0.45,488.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.11,Poultry mixed dishes,other,43.58,22.33,34.69,1.42,61.0,17
Raccoon,complete_proteins,253.0,28.97,0.0,14.38,0.0,0.0,386.0,2,8,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,"Lamb, goat, game",other,45.8,0.0,51.15,4.04,96.0,17
Chicken With Mole Sauce,complete_proteins,137.0,18.97,3.22,5.58,0.3,2.12,542.0,6,4,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.14,Poultry mixed dishes,other,55.39,9.4,36.66,1.66,78.0,17
"Veal, Ground",complete_proteins,213.0,25.62,1.5,11.69,0.0,0.0,452.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.12,Ground beef,other,48.11,2.82,49.39,4.33,76.0,17
"Chicken Drumstick, Grilled Without Sauce, Skin Eaten",complete_proteins,204.0,22.7,0.0,11.85,0.0,0.0,427.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.11,"Chicken, whole pieces",lean_proteins,44.51,0.0,52.28,2.93,126.0,17
"Chicken Drumstick, Fried, Coated, Skin / Coating Not Eaten, From Fast Food / Restaurant",complete_proteins,213.0,21.82,6.12,11.21,0.2,0.1,546.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.1,"Chicken, whole pieces",lean_proteins,40.98,11.49,47.37,2.32,109.0,17
"Turkey, Back",complete_proteins,203.0,25.58,0.0,11.26,0.0,0.0,557.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,50.4,0.0,49.92,3.18,86.0,17
Swiss Steak,complete_proteins,115.0,15.48,3.67,4.42,0.9,1.19,250.0,7,3,7,3,7,8,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.13,Meat mixed dishes,other,53.84,12.77,34.59,1.12,38.0,17
"Chicken Drumstick, Baked, Coated, Skin / Coating Eaten",complete_proteins,205.0,21.04,3.98,11.01,0.2,0.07,439.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.1,"Chicken, whole pieces",lean_proteins,41.05,7.77,48.34,2.69,116.0,17
"Turkey, Drumstick, Roasted, Skin Eaten",complete_proteins,203.0,26.86,0.0,10.07,0.0,0.0,442.0,4,6,7,4,9,5,"post_workout, lunch, dinner",100-150g,15.2,10.0,0.13,"Turkey, duck, other poultry",lean_proteins,52.93,0.0,44.65,3.06,93.0,17
"Chicken Drumstick, Stewed, Skin Eaten",complete_proteins,186.0,22.54,0.0,10.64,0.0,0.0,417.0,4,6,7,4,9,5,"post_workout, lunch, dinner, snack",100-150g,15.2,10.0,0.12,"Chicken, whole pieces",lean_proteins,48.47,0.0,51.48,2.92,131.0,17
"Beef, Neck Bones",complete_proteins,257.0,25.9,0.0,16.46,0.0,0.0,357.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,40.31,0.0,57.64,6.73,86.0,16
"Lamb, Chop",complete_proteins,264.0,27.36,0.0,16.27,0.0,0.0,387.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Lamb, goat, game",other,41.45,0.0,55.47,6.6,97.0,16
"Beef, Stew Meat",complete_proteins,251.0,28.39,0.0,15.35,0.0,0.0,370.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.11,"Beef, excludes ground",other,45.24,0.0,55.04,6.08,101.0,16
"Beef, Pot Roast",complete_proteins,251.0,28.39,0.0,15.35,0.0,0.0,370.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.11,"Beef, excludes ground",other,45.24,0.0,55.04,6.08,101.0,16
"Beef, Oxtails",complete_proteins,257.0,25.9,0.0,16.46,0.0,0.0,357.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,40.31,0.0,57.64,6.73,86.0,16
"Beef, Steak, Sirloin, Lean And Fat Eaten",complete_proteins,262.0,26.23,0.0,16.65,0.0,0.0,361.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,40.05,0.0,57.19,6.56,87.0,16
"Beef, Steak, T-Bone, As To Fat Eaten",complete_proteins,252.0,26.16,0.0,15.56,0.0,0.0,372.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,41.52,0.0,55.57,6.22,82.0,16
"Beef, Steak, Strip, Lean And Fat Eaten",complete_proteins,262.0,26.23,0.0,16.65,0.0,0.0,361.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,40.05,0.0,57.19,6.56,87.0,16
"Beef, Cow Head",complete_proteins,257.0,25.9,0.0,16.46,0.0,0.0,357.0,2,8,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.8,10.0,0.1,"Beef, excludes ground",other,40.31,0.0,57.64,6.73,86.0,16
"Cheese, Parmesan, Dry Grated, Fat-Free",complete_proteins,370.0,40.0,40.0,5.0,0.0,1.5,1150.0,3,8,4,7,7,5,"post_workout, lunch, dinner",100-150g,14.7,10.0,0.11,Cheese,dairy_proteins,43.24,43.24,12.16,3.11,20.0,15
