Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Nutritional Powder Mix, High Protein (Herbalife)",complete_proteins,392.0,53.57,20.38,10.71,0.0,3.57,1214.0,2,8,4,8,7,5,"post_workout, lunch, dinner",100-150g,14.600000000000001,10.0,0.14,Protein and nutritional powders,other,54.66,20.8,24.59,0.0,0.0,14
"Nutritional Powder Mix, High Protein,",complete_proteins,392.0,53.57,20.38,10.71,0.0,3.57,1214.0,2,8,4,8,7,5,"post_workout, lunch, dinner",100-150g,14.600000000000001,10.0,0.14,Protein and nutritional powders,other,54.66,20.8,24.59,0.0,0.0,14
"Chicken Fillet Sandwich, Grilled, On White Bun",complete_proteins,216.0,21.82,19.69,4.84,0.7,2.86,408.0,5,5,6,3,9,5,"breakfast, post_workout, lunch, dinner",100-150g,14.5,10.0,0.1,Chicken fillet sandwiches,lean_proteins,40.41,36.46,20.17,0.94,58.0,16
"Barbecue Beef, No Sauce",complete_proteins,252.0,27.97,0.0,15.15,0.0,0.0,411.0,2,7,6,4,9,5,"post_workout, lunch, dinner",100-150g,14.399999999999999,10.0,0.11,"Beef, excludes ground",other,44.4,0.0,54.11,5.89,95.0,15
"Shrimp, Grilled",complete_proteins,110.0,17.26,1.16,3.55,0.0,0.0,359.0,6,3,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.399999999999999,10.0,0.16,Shellfish,lean_proteins,62.76,4.22,29.05,0.92,162.0,15
Mussels,complete_proteins,109.0,15.06,4.67,2.84,0.0,0.0,362.0,6,3,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.399999999999999,10.0,0.14,Shellfish,lean_proteins,55.27,17.14,23.45,0.54,35.0,15
Chicken Or Turkey With Stuffing,complete_proteins,172.0,20.04,11.74,4.88,0.5,1.27,454.0,5,4,6,3,9,5,"pre_workout, post_workout, lunch, dinner, snack",100-150g,14.1,10.0,0.12,Poultry mixed dishes,other,46.6,27.3,25.53,1.21,77.0,15
Barbecue Chicken,complete_proteins,167.0,19.0,12.23,4.64,0.3,9.97,550.0,5,4,6,3,9,5,"pre_workout, post_workout, lunch, dinner, snack",100-150g,14.1,10.0,0.11,Poultry mixed dishes,other,45.51,29.29,25.01,1.12,79.0,15
"Ham, For Use With Vegetables",complete_proteins,117.0,17.99,1.57,4.39,0.0,1.57,1193.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.15,Not included in a food category,other,61.5,5.37,33.77,1.42,53.0,14
"Ham, Prepackaged Or Deli, Luncheon Meat",complete_proteins,101.0,16.7,0.27,3.73,0.0,0.0,890.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.17,Cold cuts and cured meats,other,66.14,1.07,33.24,1.12,41.0,14
"Luncheon Meat,",complete_proteins,101.0,16.7,0.27,3.73,0.0,0.0,890.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.17,Cold cuts and cured meats,other,66.14,1.07,33.24,1.12,41.0,14
"Shrimp, Steamed Or Boiled",complete_proteins,90.0,17.19,1.15,1.28,0.0,0.0,248.0,7,3,4,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.19,Shellfish,lean_proteins,76.4,5.11,12.8,0.33,159.0,14
"Ham, Prepackaged Or Deli, Luncheon Meat, Reduced Sodium",complete_proteins,101.0,16.7,0.27,3.73,0.0,0.0,660.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.17,Cold cuts and cured meats,other,66.14,1.07,33.24,1.12,41.0,14
"Scallops, Grilled",complete_proteins,108.0,15.3,4.04,2.89,0.0,0.0,412.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.14,Shellfish,lean_proteins,56.67,14.96,24.08,0.76,32.0,14
"Ham Luncheon Meat, Loaf Type",complete_proteins,117.0,17.99,1.57,4.39,0.0,1.57,1193.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.15,Cold cuts and cured meats,other,61.5,5.37,33.77,1.42,53.0,14
"Cream Cheese, Fat-Free",complete_proteins,105.0,15.69,7.66,1.0,0.0,5.48,702.0,6,2,6,3,7,8,"post_workout, lunch, dinner, snack",100-150g,14.0,10.0,0.15,"Cream cheese, sour cream, whipped cream",dairy_proteins,59.77,29.18,8.57,0.64,12.0,14
"Scallops, Steamed Or Boiled",complete_proteins,87.0,15.24,4.02,0.62,0.0,0.0,301.0,6,3,4,3,7,8,"post_workout, lunch, dinner, snack",100-150g,13.599999999999998,10.0,0.18,Shellfish,lean_proteins,70.07,18.48,6.41,0.16,30.0,13
Nutritional Powder Mix (Eas Soy Protein Powder),complete_proteins,405.0,47.62,43.94,3.57,0.0,40.48,452.0,3,6,3,7,7,5,"post_workout, lunch, dinner",100-150g,13.5,10.0,0.12,Protein and nutritional powders,other,47.03,43.4,7.93,0.0,0.0,12
Crab,complete_proteins,83.0,17.88,0.0,0.74,0.0,0.0,395.0,6,3,3,3,7,8,"post_workout, lunch, dinner, snack",100-150g,13.2,10.0,0.22,Shellfish,lean_proteins,86.17,0.0,8.02,0.2,97.0,12
Pork Skin Rinds,complete_proteins,544.0,61.3,0.0,31.3,0.0,0.0,1818.0,2,7,3,6,7,5,"post_workout, lunch, dinner",100-150g,13.2,10.0,0.11,Pork,other,45.07,0.0,51.78,11.37,95.0,12
"Chicken, Prepackaged Or Deli, Luncheon Meat",complete_proteins,98.0,17.4,2.92,1.86,0.0,0.75,1032.0,6,2,3,3,7,8,"post_workout, lunch, dinner, snack",100-150g,12.8,10.0,0.18,Cold cuts and cured meats,other,71.02,11.92,17.08,0.56,51.0,11
"Chicken, Prepackaged Or Deli, Luncheon Meat, Reduced Sodium",complete_proteins,98.0,17.4,2.92,1.86,0.0,0.75,774.0,6,2,3,3,7,8,"post_workout, lunch, dinner, snack",100-150g,12.8,10.0,0.18,Cold cuts and cured meats,other,71.02,11.92,17.08,0.56,51.0,11
"Crab, Canned",complete_proteins,83.0,17.88,0.0,0.74,0.0,0.0,563.0,6,2,3,3,7,8,"post_workout, lunch, dinner, snack",100-150g,12.8,10.0,0.22,Shellfish,lean_proteins,86.17,0.0,8.02,0.2,97.0,11
