Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Soft Drink, Fruit Flavored, Caffeine Free",fruits,40.0,0.05,10.14,0.02,0.0,8.98,9.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.636,0.12,0.0,Soft drinks,beverages,0.5,100.0,0.45,0.0,0.0,7
"Lemonade, Fruit Flavored Drink",fruits,25.0,0.0,6.55,0.07,0.0,6.5,12.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,2.52,0.01,0.0,7
"Lemonade, Fruit Juice Drink",fruits,46.0,0.0,12.08,0.0,0.0,11.67,6.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,0.0,0.0,0.0,7
"Lemonade, Fruit Juice Drink, Light",fruits,21.0,0.0,5.0,0.0,0.0,5.0,5.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,95.24,0.0,0.0,0.0,7
"Soft Drink, Fruit Flavored, Caffeine Containing",fruits,49.0,0.0,12.83,0.0,0.0,12.9,18.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Soft drinks,beverages,0.0,100.0,0.0,0.0,0.0,7
Fruit Juice Drink (Capri Sun),fruits,39.0,0.0,10.0,0.07,0.0,9.0,2.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,1.62,0.01,0.0,7
"Apple Juice Beverage, 40-50% Juice, Light",fruits,22.0,0.0,5.1,0.1,0.0,4.8,13.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,92.73,4.09,0.0,0.0,7
"Fruit Juice Drink, Light",fruits,39.0,0.0,10.0,0.07,0.0,9.0,2.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,1.62,0.01,0.0,7
"Soft Drink, Cola, Fruit Or Vanilla Flavored",fruits,42.0,0.0,10.36,0.25,0.0,9.94,3.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Soft drinks,beverages,0.0,98.67,5.36,0.0,0.0,7
"Fruit Flavored Drink, Powdered, Reconstituted",fruits,25.0,0.0,6.55,0.07,0.0,6.5,12.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,2.52,0.01,0.0,7
"Cranberry Juice Drink, With High Vitamin C",fruits,54.0,0.0,13.52,0.1,0.0,11.87,2.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,1.67,0.01,0.0,7
"Fruit Flavored Drink, With High Vitamin C, Powdered, Reconstituted",fruits,41.0,0.0,10.45,0.0,0.0,9.75,5.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,100.0,0.0,0.0,0.0,7
"Fruit Flavored Drink, With High Vitamin C",fruits,27.0,0.0,6.67,0.0,0.0,5.0,36.0,5,1,1,0,0,6,"breakfast, pre_workout, snack",1 medium or 100g,4.6,0.0,0.0,Fruit drinks,fruits,0.0,98.81,0.0,0.0,0.0,7
